Pet,Furniture,Subway,house_type,district,area,bedroom,suite,garage,total,floor_grouped
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,145,3,0,1,5601,0-5
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Pinheiros,125,2,1,1,8898,-
Aceita pet,Sem mobília,Não próx.,Apartamento,Alto da Lapa,120,2,2,2,10770,6-10
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Pinheiros,62,1,0,2,6018,6-10
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Pinheiros,62,1,1,2,6613,11-15
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,224,3,3,2,10060,6-10
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Santa Cecília,300,4,1,2,9661,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,250,3,1,3,8725,11-15
Aceita pet,Sem mobília,Não próx.,Apartamento,Higienópolis,220,3,0,2,11890,6-10
Não aceita,Mobiliado,Não próx.,Apartamento,Alto da Lapa,178,3,1,0,9247,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Pinheiros,246,3,3,4,15140,0-5
Não aceita,Sem mobília,Metrô próx.,Apartamento,Pinheiros,246,4,3,4,17820,0-5
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Santa Cecília,26,1,0,0,1953,0-5
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Consolação,112,3,2,0,4045,16-20
Aceita pet,Sem mobília,Não próx.,Apartamento,Vila Leopoldina,45,1,0,1,1974,0-5
Aceita pet,Sem mobília,Não próx.,Casa,Vila Madalena,174,4,1,2,4977,-
Não aceita,Mobiliado,Metrô próx.,Apartamento,Pinheiros,35,1,1,1,3099,0-5
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Pinheiros,35,1,1,1,3099,0-5
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Pinheiros,30,1,1,1,2527,0-5
Não aceita,Mobiliado,Metrô próx.,Studio,Pinheiros,35,1,1,1,3099,0-5
Não aceita,Mobiliado,Metrô próx.,Apartamento,Pinheiros,40,1,0,1,4538,0-5
Não aceita,Mobiliado,Metrô próx.,Apartamento,Pinheiros,42,1,0,1,3539,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Pinheiros,39,1,0,0,2545,6-10
Não aceita,Sem mobília,Não próx.,Apartamento,Casa Verde,67,2,0,1,2726,6-10
Não aceita,Sem mobília,Não próx.,Apartamento,Sumaré,82,3,0,1,2795,6-10
Não aceita,Mobiliado,Metrô próx.,Apartamento,Barra Funda,71,2,1,1,4204,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Pinheiros,100,2,0,1,4476,0-5
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Pinheiros,60,2,0,0,3186,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Pacaembu,80,2,0,0,3346,0-5
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Santa Cecília,48,1,0,1,3839,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Pinheiros,47,1,0,1,4271,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Lapa,54,2,1,1,3989,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Lapa,54,2,1,1,3989,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Lapa,54,2,1,1,3982,11-15
Aceita pet,Sem mobília,Não próx.,Apartamento,Freguesia do Ó,63,2,0,1,2966,11-15
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Consolação,28,1,0,0,2982,0-5
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Vila Madalena,103,2,1,1,4116,0-5
Aceita pet,Sem mobília,Não próx.,Apartamento,Alto da Lapa,60,2,1,0,4021,0-5
Aceita pet,Sem mobília,Metrô próx.,Studio,Pinheiros,30,1,0,1,3486,0-5
Aceita pet,Sem mobília,Metrô próx.,Studio,Pinheiros,31,1,0,1,3389,11-15
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Piqueri,55,2,1,2,2398,0-5
Aceita pet,Mobiliado,Metrô próx.,Studio,Pinheiros,42,1,0,1,3964,6-10
Não aceita,Mobiliado,Não próx.,Apartamento,Higienópolis,39,1,1,0,3937,16-20
Não aceita,Mobiliado,Metrô próx.,Studio,Pinheiros,35,1,1,1,3999,0-5
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Barra Funda,65,2,0,1,5270,20+
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Pinheiros,69,2,0,1,4073,0-5
Aceita pet,Sem mobília,Não próx.,Apartamento,Alto da Lapa,98,2,0,1,3373,6-10
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Pinheiros,34,1,1,1,4423,6-10
Aceita pet,Mobiliado,Metrô próx.,Studio,Vila Madalena,56,1,0,1,8382,0-5
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Pinheiros,135,3,1,1,7789,11-15
Aceita pet,Sem mobília,Metrô próx.,Studio,Pinheiros,134,1,0,1,6013,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,130,2,2,1,11860,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Pinheiros,120,2,1,2,9269,16-20
Aceita pet,Sem mobília,Não próx.,Apartamento,Higienópolis,250,3,2,1,10650,0-5
Não aceita,Sem mobília,Metrô próx.,Apartamento,Vila Romana,52,1,0,1,2883,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Pinheiros,63,1,1,2,5529,0-5
Não aceita,Mobiliado,Metrô próx.,Apartamento,Pinheiros,30,1,0,1,3455,6-10
Aceita pet,Sem mobília,Não próx.,Casa,Casa Verde,250,3,0,2,2642,-
Não aceita,Sem mobília,Metrô próx.,Apartamento,Água Branca,44,2,0,1,2108,11-15
Aceita pet,Sem mobília,Não próx.,Apartamento,Água Branca,31,1,0,1,1905,6-10
Não aceita,Mobiliado,Metrô próx.,Casa,Pinheiros,30,1,1,0,1573,-
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Pinheiros,30,1,0,1,2625,6-10
Aceita pet,Sem mobília,Metrô próx.,Studio,Barra Funda,36,1,1,1,2838,6-10
Não aceita,Sem mobília,Metrô próx.,Casa,Pinheiros,104,3,0,1,6570,-
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Água Branca,31,1,0,0,1896,0-5
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Higienópolis,40,1,0,0,3013,11-15
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Perdizes,90,4,0,1,3232,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Água Branca,31,1,0,0,1859,6-10
Aceita pet,Mobiliado,Metrô próx.,Casa,Pinheiros,143,3,0,0,6307,-
Aceita pet,Sem mobília,Não próx.,Apartamento,Vila Leopoldina,71,2,0,1,2768,0-5
Não aceita,Sem mobília,Metrô próx.,Apartamento,Vila Romana,53,2,1,1,3409,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Pinheiros,80,2,2,2,5810,6-10
Não aceita,Sem mobília,Não próx.,Apartamento,Sumaré,82,3,0,1,2795,6-10
Aceita pet,Sem mobília,Não próx.,Apartamento,Barra Funda,67,2,1,1,3563,6-10
Não aceita,Mobiliado,Não próx.,Apartamento,Vila Romana,55,2,0,1,2884,6-10
Aceita pet,Sem mobília,Metrô próx.,Casa,Higienópolis,450,4,1,6,9575,-
Aceita pet,Sem mobília,Metrô próx.,Studio,Pinheiros,34,1,0,1,3684,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Pinheiros,79,3,0,1,5666,11-15
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Pacaembu,80,2,0,0,3346,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Barra Funda,110,2,0,1,3181,0-5
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Pinheiros,87,2,2,2,5571,0-5
Aceita pet,Sem mobília,Metrô próx.,Studio,Pinheiros,57,1,0,1,3874,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Pinheiros,70,2,1,1,4242,6-10
Não aceita,Sem mobília,Metrô próx.,Apartamento,Pinheiros,110,3,0,1,3721,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Pinheiros,118,2,2,2,7984,6-10
Não aceita,Sem mobília,Não próx.,Apartamento,Vila Romana,65,3,0,1,2943,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Pinheiros,104,3,1,1,3956,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Sumaré,86,3,1,1,3696,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Perdizes,141,4,3,2,6600,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Pinheiros,91,3,1,1,5355,6-10
Não aceita,Sem mobília,Metrô próx.,Apartamento,Pinheiros,103,2,1,1,6880,0-5
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Pinheiros,115,3,1,1,4216,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Pinheiros,84,3,0,1,4059,11-15
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Pinheiros,93,3,1,0,5867,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,151,3,1,2,8523,0-5
Aceita pet,Mobiliado,Não próx.,Apartamento,Casa Verde,99,2,1,2,2370,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Piqueri,48,2,0,1,2136,0-5
Aceita pet,Sem mobília,Não próx.,Apartamento,Freguesia do Ó,70,2,1,1,2833,6-10
Aceita pet,Mobiliado,Não próx.,Apartamento,Alto da Lapa,126,4,2,2,5481,0-5
Não aceita,Sem mobília,Metrô próx.,Apartamento,Pinheiros,60,2,1,1,6118,0-5
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Santa Cecília,35,1,1,1,2709,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Lapa,111,2,0,0,2564,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Água Branca,98,3,1,1,2368,0-5
Aceita pet,Sem mobília,Não próx.,Apartamento,Freguesia do Ó,75,3,0,1,2309,0-5
Não aceita,Sem mobília,Metrô próx.,Apartamento,Perdizes,49,2,0,1,2994,0-5
Aceita pet,Sem mobília,Metrô próx.,Casa,Pinheiros,120,4,1,1,4607,-
Aceita pet,Mobiliado,Não próx.,Apartamento,Vila Romana,60,2,1,1,3525,6-10
Aceita pet,Mobiliado,Não próx.,Studio,Perdizes,26,1,0,1,2237,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Pinheiros,50,1,0,1,2798,11-15
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Pinheiros,49,1,0,0,3272,0-5
Aceita pet,Sem mobília,Metrô próx.,Casa,Pinheiros,235,3,0,1,6980,-
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Pinheiros,41,1,0,1,3033,0-5
Não aceita,Sem mobília,Não próx.,Apartamento,Freguesia do Ó,79,3,1,1,2471,0-5
Aceita pet,Sem mobília,Não próx.,Apartamento,Alto de Pinheiros,460,3,3,5,8000,-
Não aceita,Mobiliado,Não próx.,Apartamento,Vila Romana,55,2,0,1,2884,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,60,2,0,1,2449,11-15
Aceita pet,Sem mobília,Não próx.,Apartamento,Alto da Lapa,80,3,1,3,3638,0-5
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Pinheiros,49,1,1,1,4112,0-5
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Pinheiros,43,1,1,1,3865,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Pinheiros,133,4,1,0,4454,0-5
Aceita pet,Sem mobília,Não próx.,Apartamento,Alto da Lapa,92,3,1,2,4883,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Pinheiros,88,2,0,1,4528,6-10
Aceita pet,Sem mobília,Metrô próx.,Casa,Alto de Pinheiros,350,3,2,8,10420,-
Aceita pet,Sem mobília,Metrô próx.,Casa,Alto de Pinheiros,470,4,4,0,17780,-
Aceita pet,Sem mobília,Não próx.,Apartamento,Vila Romana,124,3,1,2,4081,0-5
Não aceita,Mobiliado,Metrô próx.,Studio,Jardim Paulista,27,1,0,1,3082,11-15
Aceita pet,Sem mobília,Não próx.,Apartamento,Alto da Lapa,120,3,1,3,4440,0-5
Aceita pet,Sem mobília,Não próx.,Apartamento,Lapa,209,3,3,3,6337,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,41,1,0,0,1864,16-20
Não aceita,Sem mobília,Não próx.,Apartamento,Alto de Pinheiros,70,3,0,1,2540,0-5
Aceita pet,Mobiliado,Não próx.,Apartamento,Alto da Lapa,200,2,2,2,5959,6-10
Aceita pet,Sem mobília,Não próx.,Apartamento,Pinheiros,115,3,0,1,4728,6-10
Não aceita,Sem mobília,Metrô próx.,Apartamento,Perdizes,49,2,0,1,2994,0-5
Não aceita,Mobiliado,Metrô próx.,Studio,Jardim Paulista,30,1,0,1,2447,11-15
Aceita pet,Sem mobília,Metrô próx.,Casa,Pinheiros,235,3,0,1,6980,-
Aceita pet,Sem mobília,Metrô próx.,Studio,Centro,46,1,1,0,1666,6-10
Aceita pet,Sem mobília,Metrô próx.,Casa,Vila Romana,150,3,0,2,4717,-
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Pinheiros,46,1,0,1,3449,0-5
Aceita pet,Mobiliado,Não próx.,Casa,Alto de Pinheiros,260,4,2,5,15230,-
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Pinheiros,67,1,1,2,5934,0-5
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Pinheiros,43,1,1,1,3865,6-10
Não aceita,Mobiliado,Não próx.,Apartamento,Alto da Lapa,76,3,1,0,3428,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Pinheiros,133,4,1,0,4454,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Higienópolis,70,2,2,1,5324,0-5
Não aceita,Sem mobília,Metrô próx.,Apartamento,Pinheiros,115,3,1,1,5906,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Pinheiros,90,2,1,1,4290,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Pinheiros,57,1,0,0,3225,6-10
Aceita pet,Sem mobília,Metrô próx.,Casa,Alto de Pinheiros,350,3,2,8,10420,-
Aceita pet,Sem mobília,Metrô próx.,Casa,Alto de Pinheiros,470,4,4,0,17780,-
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Pinheiros,141,2,0,1,4310,6-10
Não aceita,Sem mobília,Metrô próx.,Studio,Pinheiros,104,1,0,1,3966,11-15
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,80,2,0,1,4588,11-15
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Higienópolis,180,3,1,1,8779,0-5
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Pinheiros,85,2,0,1,5921,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Consolação,130,2,0,0,5439,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Pinheiros,71,2,1,1,7637,11-15
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,110,3,1,1,6985,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Pinheiros,150,3,3,2,14140,6-10
Não aceita,Mobiliado,Metrô próx.,Apartamento,Pinheiros,100,2,2,0,9788,0-5
Não aceita,Mobiliado,Metrô próx.,Apartamento,Jardim Paulista,136,1,1,1,11290,0-5
Aceita pet,Sem mobília,Não próx.,Apartamento,Higienópolis,200,3,1,2,9000,11-15
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Higienópolis,270,3,1,1,6937,6-10
Aceita pet,Sem mobília,Não próx.,Apartamento,Lapa,209,3,3,3,6337,0-5
Aceita pet,Sem mobília,Não próx.,Apartamento,Alto de Pinheiros,170,3,1,1,7508,11-15
Aceita pet,Sem mobília,Não próx.,Apartamento,Jardim Paulista,300,4,2,2,19420,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Higienópolis,330,3,3,3,18810,11-15
Não aceita,Sem mobília,Metrô próx.,Apartamento,Pinheiros,265,4,2,3,16890,11-15
Não aceita,Mobiliado,Metrô próx.,Apartamento,Jardim Paulista,250,4,2,3,18290,0-5
Aceita pet,Mobiliado,Metrô próx.,Casa,Lapa,178,3,1,1,3683,-
Não aceita,Mobiliado,Metrô próx.,Apartamento,Santa Cecília,35,1,0,0,2641,0-5
Aceita pet,Sem mobília,Não próx.,Casa,Alto da Lapa,100,2,0,3,3753,-
Aceita pet,Sem mobília,Não próx.,Casa,Alto da Lapa,230,4,1,0,7259,-
Não aceita,Sem mobília,Metrô próx.,Apartamento,Água Branca,31,1,0,0,1729,16-20
Aceita pet,Mobiliado,Não próx.,Apartamento,Alto da Lapa,49,2,0,1,2623,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,47,2,1,1,3921,0-5
Não aceita,Mobiliado,Metrô próx.,Casa,Alto de Pinheiros,510,5,3,5,12470,-
Aceita pet,Sem mobília,Metrô próx.,Casa,Pinheiros,250,2,0,1,5407,-
Aceita pet,Sem mobília,Não próx.,Apartamento,Alto da Lapa,78,2,0,1,3449,0-5
Não aceita,Sem mobília,Metrô próx.,Apartamento,Pinheiros,90,3,0,1,4100,0-5
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Pinheiros,65,2,0,0,2615,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Vila Leopoldina,54,2,0,0,2780,11-15
Aceita pet,Sem mobília,Não próx.,Casa,Alto da Lapa,510,4,1,5,10670,-
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Pinheiros,92,2,0,1,4669,11-15
Não aceita,Mobiliado,Não próx.,Apartamento,Alto da Lapa,76,3,1,0,3428,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Pinheiros,90,2,1,1,4290,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Pinheiros,93,3,1,2,6003,6-10
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Jardim Paulista,22,1,1,1,2465,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Pinheiros,57,1,0,0,3225,6-10
Aceita pet,Sem mobília,Não próx.,Studio,Alto da Lapa,80,3,0,2,3371,6-10
Não aceita,Mobiliado,Metrô próx.,Apartamento,Jardim Paulista,62,1,1,0,5423,11-15
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Barra Funda,109,3,1,2,6696,0-5
Aceita pet,Sem mobília,Não próx.,Apartamento,Alto da Lapa,150,3,1,2,5782,6-10
Não aceita,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,111,2,1,1,5449,6-10
Aceita pet,Sem mobília,Não próx.,Apartamento,Alto da Lapa,146,3,3,4,8218,11-15
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Higienópolis,465,4,1,4,10390,0-5
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Santa Cecília,210,3,2,2,13820,0-5
Não aceita,Mobiliado,Metrô próx.,Apartamento,Jardim Paulista,136,1,1,1,11290,0-5
Aceita pet,Sem mobília,Não próx.,Apartamento,Higienópolis,200,3,1,2,9000,11-15
Não aceita,Sem mobília,Metrô próx.,Apartamento,Pinheiros,138,3,1,1,8315,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Pinheiros,180,3,1,2,6656,6-10
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Jardim Paulista,170,2,2,2,12930,11-15
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Alto de Pinheiros,264,4,4,4,21490,11-15
Aceita pet,Sem mobília,Não próx.,Apartamento,Lapa,350,3,2,3,11780,6-10
Aceita pet,Mobiliado,Não próx.,Apartamento,Higienópolis,254,3,3,3,18860,11-15
Não aceita,Mobiliado,Não próx.,Apartamento,Alto de Pinheiros,200,3,1,2,8702,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,211,3,1,2,14420,6-10
Não aceita,Sem mobília,Metrô próx.,Studio,Higienópolis,100,1,0,0,7460,-
Não aceita,Sem mobília,Não próx.,Casa,Alto da Lapa,45,1,0,0,1474,-
Aceita pet,Sem mobília,Não próx.,Apartamento,Alto da Lapa,45,1,0,1,2248,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Higienópolis,48,1,0,1,3103,6-10
Aceita pet,Sem mobília,Metrô próx.,Casa,Pinheiros,260,3,2,2,9783,-
Aceita pet,Sem mobília,Metrô próx.,Casa,Alto de Pinheiros,400,4,1,3,9371,-
Aceita pet,Sem mobília,Não próx.,Apartamento,Alto da Lapa,500,5,5,5,21760,20+
Aceita pet,Sem mobília,Não próx.,Apartamento,Lapa,212,3,3,3,10470,6-10
Aceita pet,Sem mobília,Metrô próx.,Studio,Santa Cecília,30,1,0,0,2269,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Higienópolis,200,2,0,1,14220,11-15
Aceita pet,Sem mobília,Não próx.,Apartamento,Alto da Lapa,78,2,0,1,3449,0-5
Aceita pet,Mobiliado,Metrô próx.,Studio,Jardim Paulista,35,1,1,2,4299,16-20
Não aceita,Sem mobília,Metrô próx.,Apartamento,Barra Funda,59,1,0,0,1940,0-5
Aceita pet,Sem mobília,Metrô próx.,Studio,Santa Cecília,53,1,0,0,1950,0-5
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Pinheiros,56,2,1,1,4642,11-15
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Vila Leopoldina,54,2,0,0,2780,11-15
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Vila Madalena,54,2,0,1,3293,6-10
Aceita pet,Mobiliado,Não próx.,Apartamento,Alto da Lapa,87,2,1,2,5928,16-20
Aceita pet,Sem mobília,Não próx.,Apartamento,Vila Leopoldina,74,2,1,0,3751,11-15
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Jardim Paulista,84,2,0,0,9967,0-5
Aceita pet,Sem mobília,Não próx.,Apartamento,Vila Leopoldina,74,2,1,0,3751,11-15
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,55,1,1,0,3501,0-5
Não aceita,Mobiliado,Metrô próx.,Apartamento,Bela Vista,47,1,0,1,3748,0-5
Não aceita,Mobiliado,Metrô próx.,Apartamento,Jardim Paulista,67,1,1,1,3520,-
Não aceita,Sem mobília,Metrô próx.,Apartamento,Piqueri,60,3,0,1,2233,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,168,2,0,1,4838,6-10
Não aceita,Sem mobília,Metrô próx.,Studio,Pinheiros,46,1,0,1,7094,11-15
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Jardim Paulista,84,2,0,0,9967,0-5
Não aceita,Mobiliado,Não próx.,Studio,Higienópolis,23,1,0,1,4527,0-5
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Jardim Paulista,100,2,2,1,16940,11-15
Não aceita,Sem mobília,Não próx.,Apartamento,Alto da Lapa,200,4,3,3,7883,6-10
Não aceita,Sem mobília,Não próx.,Apartamento,Alto da Lapa,200,4,4,3,7848,0-5
Aceita pet,Sem mobília,Não próx.,Apartamento,Lapa,212,3,3,3,10470,6-10
Aceita pet,Sem mobília,Não próx.,Apartamento,Alto da Lapa,500,5,5,5,21760,20+
Aceita pet,Sem mobília,Metrô próx.,Studio,Consolação,42,1,0,0,1881,6-10
Aceita pet,Mobiliado,Não próx.,Apartamento,Alto da Lapa,59,2,1,2,4328,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,130,2,0,0,5400,0-5
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Pinheiros,56,2,1,1,4642,11-15
Não aceita,Sem mobília,Metrô próx.,Casa,Piqueri,60,2,0,0,1262,-
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Santa Cecília,40,1,0,0,2735,-
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Higienópolis,75,2,0,0,2564,-
Aceita pet,Mobiliado,Não próx.,Apartamento,Vila Romana,67,1,1,1,2728,-
Aceita pet,Sem mobília,Não próx.,Casa,Vila Madalena,182,3,1,2,4950,-
Aceita pet,Sem mobília,Não próx.,Apartamento,Freguesia do Ó,45,1,0,1,2123,16-20
Aceita pet,Sem mobília,Não próx.,Apartamento,Freguesia do Ó,72,2,0,1,2548,6-10
Aceita pet,Sem mobília,Metrô próx.,Casa,Pinheiros,200,1,0,2,4959,-
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Água Branca,74,2,0,0,1676,0-5
Não aceita,Sem mobília,Metrô próx.,Apartamento,Água Branca,32,1,0,0,1764,0-5
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Pinheiros,38,1,0,1,3526,0-5
Não aceita,Sem mobília,Metrô próx.,Studio,Bela Vista,16,1,1,0,1426,0-5
Não aceita,Sem mobília,Não próx.,Apartamento,Alto da Lapa,76,3,1,1,3474,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Pinheiros,50,2,0,1,3834,0-5
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Bela Vista,65,2,0,1,3437,6-10
Aceita pet,Sem mobília,Não próx.,Casa,Freguesia do Ó,250,3,2,8,6572,-
Não aceita,Mobiliado,Metrô próx.,Apartamento,Pinheiros,79,2,1,1,5253,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,100,3,0,0,2992,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Vila Madalena,50,2,0,0,2019,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Pinheiros,56,2,1,2,4641,6-10
Aceita pet,Mobiliado,Não próx.,Apartamento,Vila Romana,67,1,1,1,2728,-
Aceita pet,Mobiliado,Não próx.,Apartamento,Jardim Paulista,70,1,1,2,11460,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,80,2,0,1,3307,-
Aceita pet,Sem mobília,Metrô próx.,Studio,Jardim Paulista,30,1,1,0,2312,0-5
Aceita pet,Sem mobília,Metrô próx.,Studio,Perdizes,39,1,0,0,1993,6-10
Não aceita,Mobiliado,Metrô próx.,Studio,Jardim Paulista,29,1,0,1,3226,0-5
Não aceita,Mobiliado,Metrô próx.,Apartamento,Pinheiros,79,2,1,1,5253,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,77,2,1,2,4273,6-10
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Vila Madalena,54,2,0,1,2885,0-5
Aceita pet,Sem mobília,Não próx.,Apartamento,Alto da Lapa,64,2,1,1,3784,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Pinheiros,60,2,0,2,3244,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Pinheiros,102,3,1,1,5096,11-15
Aceita pet,Sem mobília,Não próx.,Apartamento,Vila Madalena,83,2,1,1,3239,6-10
Não aceita,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,71,2,0,1,3579,0-5
Não aceita,Sem mobília,Metrô próx.,Apartamento,Pinheiros,58,1,1,1,4649,6-10
Aceita pet,Mobiliado,Metrô próx.,Studio,Pinheiros,50,1,1,1,4189,0-5
Aceita pet,Sem mobília,Não próx.,Apartamento,Alto da Lapa,58,2,0,0,2562,6-10
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Vila Madalena,103,2,1,1,4247,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Pinheiros,80,2,2,1,5532,6-10
