Pet,Furniture,Subway,house_type,district,area,bedroom,suite,garage,total,floor_grouped
Não aceita,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,44,1,0,0,1718,11-15
Não aceita,Sem mobília,Metrô próx.,Studio,Santa Cecília,36,1,0,1,2641,0-5
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Santa Cecília,48,1,1,0,2405,11-15
Aceita pet,Mobiliado,Não próx.,Apartamento,Cambuci,81,2,1,1,3099,6-10
Não aceita,Mobiliado,Metrô próx.,Studio,Santa Cecília,30,1,0,0,1413,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,60,1,1,0,3448,11-15
Aceita pet,Sem mobília,Metrô próx.,Studio,Santa Cecília,42,1,1,0,2082,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,58,2,1,1,3595,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Aclimação,48,1,0,0,2542,0-5
Não aceita,Mobiliado,Metrô próx.,Apartamento,Santa Cecília,68,1,0,1,3142,6-10
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Consolação,47,1,0,1,4336,11-15
Aceita pet,Sem mobília,Metrô próx.,Casa,Aclimação,400,6,0,4,12630,-
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Consolação,40,1,1,0,2923,0-5
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Consolação,56,1,1,0,2529,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Consolação,49,1,0,1,3302,16-20
Aceita pet,Mobiliado,Metrô próx.,Studio,Consolação,50,1,0,1,3880,11-15
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,75,3,0,1,3572,6-10
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Bela Vista,37,1,0,0,2309,6-10
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Bela Vista,50,1,0,1,3841,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,50,2,1,1,3964,0-5
Aceita pet,Sem mobília,Metrô próx.,Studio,Centro,50,1,0,0,1520,0-5
Não aceita,Sem mobília,Metrô próx.,Studio,Consolação,38,1,1,0,2331,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,50,1,0,0,3414,6-10
Aceita pet,Mobiliado,Metrô próx.,Studio,Bela Vista,33,1,1,1,3331,0-5
Não aceita,Mobiliado,Metrô próx.,Apartamento,Bela Vista,55,1,0,1,3141,6-10
Não aceita,Mobiliado,Metrô próx.,Apartamento,Consolação,53,2,0,1,4555,16-20
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,55,2,0,0,3192,6-10
Não aceita,Mobiliado,Metrô próx.,Apartamento,Bela Vista,87,2,0,0,3571,11-15
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Aclimação,55,1,0,1,4068,0-5
Aceita pet,Sem mobília,Não próx.,Casa,Pacaembu,314,4,2,4,14590,-
Não aceita,Mobiliado,Metrô próx.,Apartamento,Bela Vista,85,2,0,1,4355,6-10
Aceita pet,Sem mobília,Não próx.,Apartamento,Cambuci,60,2,0,0,2166,11-15
Não aceita,Mobiliado,Metrô próx.,Apartamento,Bela Vista,30,1,0,1,3296,16-20
Aceita pet,Mobiliado,Não próx.,Apartamento,Aclimação,78,2,0,0,2921,6-10
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Consolação,65,1,0,1,4222,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,60,2,0,1,3010,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,116,2,0,0,6708,0-5
Não aceita,Mobiliado,Metrô próx.,Apartamento,Consolação,36,1,0,1,3904,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,50,2,1,1,4119,0-5
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Consolação,75,2,0,0,4551,0-5
Não aceita,Mobiliado,Metrô próx.,Apartamento,Santa Cecília,66,2,0,1,4611,6-10
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Santa Cecília,60,2,0,1,3554,6-10
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Santa Cecília,36,1,0,0,3810,6-10
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Consolação,165,3,1,0,6468,0-5
Não aceita,Mobiliado,Metrô próx.,Apartamento,Consolação,75,2,0,1,7340,6-10
Não aceita,Mobiliado,Metrô próx.,Apartamento,Consolação,30,1,1,0,3702,0-5
Não aceita,Mobiliado,Metrô próx.,Apartamento,Bela Vista,40,1,1,1,5898,6-10
Não aceita,Mobiliado,Metrô próx.,Studio,Consolação,36,1,0,0,3276,0-5
Não aceita,Mobiliado,Metrô próx.,Studio,Consolação,36,1,0,0,3216,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,200,3,0,1,5992,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,168,2,0,1,4838,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,180,3,1,2,6440,11-15
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Bela Vista,110,3,1,1,5404,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,110,3,1,1,6146,0-5
Aceita pet,Sem mobília,Não próx.,Apartamento,Aclimação,120,3,0,1,4538,11-15
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,145,3,1,2,5047,0-5
Não aceita,Mobiliado,Metrô próx.,Apartamento,Santa Cecília,100,2,2,2,11350,16-20
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,200,5,1,2,9192,0-5
Não aceita,Mobiliado,Metrô próx.,Apartamento,Consolação,147,2,2,2,14150,0-5
Não aceita,Mobiliado,Não próx.,Studio,Higienópolis,23,1,0,1,4527,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Higienópolis,200,2,0,1,14220,11-15
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Bela Vista,300,4,1,2,11350,6-10
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Bela Vista,365,3,3,2,9991,0-5
Não aceita,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,218,3,1,2,10450,6-10
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Santa Cecília,240,2,0,1,8913,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,444,4,4,2,21110,11-15
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Higienópolis,386,4,4,3,18780,20+
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Bela Vista,190,3,1,1,11860,6-10
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Santa Cecília,48,1,0,1,2476,11-15
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Santa Cecília,35,1,0,1,2276,0-5
Aceita pet,Sem mobília,Metrô próx.,Studio,Bom Retiro,16,1,1,0,1244,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,39,1,0,1,2214,6-10
Não aceita,Sem mobília,Metrô próx.,Studio,Mooca,16,1,0,0,913,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,30,1,0,1,2048,6-10
Aceita pet,Sem mobília,Metrô próx.,Studio,Bom Retiro,36,1,1,0,1568,0-5
Não aceita,Sem mobília,Metrô próx.,Studio,Mooca,25,1,0,0,1275,0-5
Não aceita,Sem mobília,Não próx.,Apartamento,Cambuci,80,3,0,0,3272,-
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Centro,41,1,0,0,1485,0-5
Não aceita,Sem mobília,Metrô próx.,Apartamento,Brás,110,1,0,1,2103,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Liberdade,28,1,0,0,1145,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Higienópolis,48,1,0,1,3103,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Consolação,60,2,1,1,4377,11-15
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Consolação,42,1,0,1,3028,16-20
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Consolação,41,1,0,0,1945,11-15
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,44,1,1,1,3214,0-5
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Consolação,40,1,1,1,3790,16-20
Não aceita,Mobiliado,Metrô próx.,Studio,Consolação,33,1,0,1,2280,11-15
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,60,1,1,0,3448,11-15
Aceita pet,Sem mobília,Metrô próx.,Studio,Santa Cecília,42,1,1,0,2082,6-10
Não aceita,Sem mobília,Metrô próx.,Studio,Mooca,20,1,0,0,1043,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Aclimação,48,1,0,0,2542,0-5
Não aceita,Mobiliado,Metrô próx.,Apartamento,Santa Cecília,68,1,0,1,3142,6-10
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Consolação,47,1,0,1,4336,11-15
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Consolação,40,1,1,0,2923,0-5
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Consolação,56,1,1,0,2529,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Consolação,49,1,0,1,3302,16-20
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Bela Vista,80,2,1,1,5970,11-15
Não aceita,Sem mobília,Metrô próx.,Apartamento,Consolação,55,1,0,0,2040,0-5
Aceita pet,Sem mobília,Metrô próx.,Studio,Santa Cecília,33,1,0,0,2207,0-5
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Santa Cecília,25,1,0,0,1800,-
Aceita pet,Mobiliado,Metrô próx.,Studio,Bela Vista,40,1,0,0,2298,6-10
Não aceita,Sem mobília,Metrô próx.,Apartamento,Aclimação,81,2,1,1,5193,0-5
Não aceita,Sem mobília,Não próx.,Apartamento,Cambuci,83,2,0,0,2930,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,61,2,0,1,3206,6-10
Não aceita,Sem mobília,Metrô próx.,Apartamento,Bela Vista,110,3,1,1,4052,11-15
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,50,2,1,1,4027,0-5
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Bela Vista,55,2,0,1,3743,6-10
Não aceita,Mobiliado,Metrô próx.,Apartamento,Bela Vista,87,2,0,0,3571,11-15
Aceita pet,Sem mobília,Não próx.,Casa,Pacaembu,314,4,2,4,14590,-
Não aceita,Mobiliado,Metrô próx.,Apartamento,Bela Vista,85,2,0,1,4355,6-10
Aceita pet,Sem mobília,Não próx.,Apartamento,Cambuci,60,2,0,0,2166,11-15
Aceita pet,Mobiliado,Não próx.,Apartamento,Aclimação,78,2,0,0,2921,6-10
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Consolação,65,1,0,1,4222,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,116,2,0,0,6708,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,70,3,0,1,4872,0-5
Não aceita,Sem mobília,Metrô próx.,Apartamento,Bela Vista,80,2,0,0,3465,0-5
Não aceita,Mobiliado,Metrô próx.,Apartamento,Consolação,36,1,0,1,3904,6-10
Aceita pet,Sem mobília,Metrô próx.,Studio,Consolação,20,1,0,1,2112,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,89,3,1,2,6764,16-20
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,100,2,0,1,4941,0-5
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Paraíso,140,3,1,1,5207,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Higienópolis,140,2,1,2,5901,0-5
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Santa Cecília,36,1,0,0,3810,6-10
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Consolação,85,2,0,1,6635,6-10
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Jardim Paulista,27,1,0,1,4097,6-10
Não aceita,Mobiliado,Metrô próx.,Apartamento,Consolação,75,2,0,1,7340,6-10
Não aceita,Mobiliado,Metrô próx.,Apartamento,Consolação,76,2,1,1,7383,16-20
Não aceita,Mobiliado,Metrô próx.,Apartamento,Bela Vista,40,1,1,1,5898,6-10
Aceita pet,Mobiliado,Não próx.,Apartamento,Cambuci,176,4,3,3,10920,0-5
Não aceita,Mobiliado,Metrô próx.,Studio,Consolação,36,1,0,0,3276,0-5
Não aceita,Mobiliado,Metrô próx.,Studio,Consolação,36,1,0,0,3216,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,200,3,0,1,5992,0-5
Não aceita,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,218,3,1,2,10030,6-10
Aceita pet,Mobiliado,Metrô próx.,Studio,Consolação,36,1,0,0,4228,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,200,3,1,1,6773,0-5
Não aceita,Mobiliado,Metrô próx.,Apartamento,Bela Vista,80,2,1,1,8226,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bom Retiro,290,3,1,1,5068,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Higienópolis,140,3,1,2,7857,0-5
Não aceita,Mobiliado,Metrô próx.,Apartamento,Jardim Paulista,56,1,1,2,5639,6-10
Não aceita,Mobiliado,Metrô próx.,Apartamento,Bela Vista,50,1,1,1,5082,6-10
Aceita pet,Mobiliado,Não próx.,Apartamento,Higienópolis,180,3,3,4,13040,6-10
Aceita pet,Sem mobília,Não próx.,Apartamento,Higienópolis,290,5,3,3,9387,6-10
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Aclimação,180,3,3,3,11430,6-10
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Bela Vista,292,4,1,3,15260,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Higienópolis,320,4,3,2,12970,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,360,3,1,1,13210,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,190,3,1,1,10120,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Higienópolis,300,3,2,2,13440,11-15
Não aceita,Sem mobília,Metrô próx.,Apartamento,Bela Vista,273,4,1,2,12020,0-5
Aceita pet,Mobiliado,Não próx.,Apartamento,Higienópolis,230,2,1,1,15600,0-5
Não aceita,Sem mobília,Metrô próx.,Studio,Liberdade,25,1,0,1,2149,11-15
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Vila Mariana,80,2,0,1,4118,11-15
Não aceita,Mobiliado,Metrô próx.,Apartamento,Consolação,50,1,0,1,3330,0-5
Aceita pet,Mobiliado,Metrô próx.,Studio,Consolação,30,1,0,1,2296,0-5
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Santa Cecília,40,1,0,1,2648,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bom Retiro,45,1,0,0,1653,0-5
Não aceita,Sem mobília,Metrô próx.,Studio,Mooca,16,1,0,0,913,0-5
Não aceita,Sem mobília,Metrô próx.,Studio,Mooca,16,1,0,0,937,0-5
Não aceita,Sem mobília,Metrô próx.,Studio,Mooca,25,1,0,0,1170,0-5
Não aceita,Sem mobília,Metrô próx.,Apartamento,Consolação,50,2,0,1,2621,0-5
Aceita pet,Sem mobília,Não próx.,Casa,Aclimação,240,3,0,2,5003,-
Não aceita,Sem mobília,Metrô próx.,Studio,Mooca,25,1,0,0,1275,0-5
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Consolação,42,1,0,1,2871,6-10
Não aceita,Sem mobília,Metrô próx.,Apartamento,Liberdade,33,1,0,0,1070,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,52,2,0,0,2599,0-5
Não aceita,Mobiliado,Metrô próx.,Apartamento,Bela Vista,40,1,0,0,2294,11-15
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Consolação,40,1,0,0,1532,0-5
Não aceita,Sem mobília,Metrô próx.,Studio,Mooca,20,1,0,0,1117,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,41,1,0,0,1893,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Cambuci,33,1,0,0,1854,11-15
Aceita pet,Mobiliado,Não próx.,Studio,Cambuci,37,1,0,0,2202,6-10
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Santa Cecília,50,1,1,1,2848,11-15
Não aceita,Mobiliado,Metrô próx.,Apartamento,Aclimação,70,2,1,1,4495,16-20
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bom Retiro,108,2,0,0,2627,0-5
Não aceita,Sem mobília,Metrô próx.,Apartamento,Bela Vista,36,1,0,1,2946,16-20
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Aclimação,64,2,0,0,2741,6-10
Aceita pet,Sem mobília,Não próx.,Studio,Cambuci,38,1,0,0,1804,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Consolação,38,1,0,0,2728,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Consolação,62,2,1,1,5279,11-15
Não aceita,Sem mobília,Metrô próx.,Apartamento,Bela Vista,36,1,0,1,2939,16-20
Não aceita,Sem mobília,Metrô próx.,Studio,Santa Cecília,20,1,0,0,2300,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,75,2,0,1,4129,0-5
Aceita pet,Mobiliado,Metrô próx.,Studio,Bela Vista,38,1,0,0,2050,11-15
Não aceita,Mobiliado,Metrô próx.,Apartamento,Bela Vista,117,2,1,1,7183,11-15
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,104,2,1,0,2981,6-10
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Consolação,43,1,0,1,4213,0-5
Não aceita,Sem mobília,Metrô próx.,Apartamento,Consolação,39,1,1,1,3231,11-15
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Santa Cecília,36,1,1,1,3617,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,55,1,1,1,4215,0-5
Não aceita,Mobiliado,Metrô próx.,Apartamento,Consolação,35,1,1,1,4346,0-5
Não aceita,Sem mobília,Metrô próx.,Studio,Consolação,35,1,1,1,3553,0-5
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Paraíso,140,3,1,1,5207,6-10
Não aceita,Sem mobília,Metrô próx.,Apartamento,Bela Vista,50,1,0,1,3180,11-15
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Aclimação,65,1,0,1,3605,0-5
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Santa Cecília,75,2,0,1,3908,0-5
Não aceita,Mobiliado,Metrô próx.,Apartamento,Bela Vista,55,1,1,0,3738,20+
Não aceita,Sem mobília,Metrô próx.,Apartamento,Higienópolis,118,2,1,1,6534,0-5
Não aceita,Mobiliado,Metrô próx.,Apartamento,Bela Vista,39,1,0,1,4796,16-20
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bom Retiro,200,3,0,1,5158,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Higienópolis,156,3,0,1,6125,11-15
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Higienópolis,92,2,0,1,5990,16-20
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Higienópolis,118,3,1,0,5153,0-5
Não aceita,Mobiliado,Metrô próx.,Apartamento,Bela Vista,59,1,1,1,3323,11-15
Não aceita,Mobiliado,Metrô próx.,Apartamento,Bela Vista,54,1,1,1,4851,16-20
Não aceita,Mobiliado,Metrô próx.,Apartamento,Bela Vista,58,1,0,1,4026,6-10
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Higienópolis,125,3,1,0,6573,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,140,3,1,2,8035,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Consolação,132,3,1,2,5800,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,150,3,1,2,6027,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,220,3,0,1,6943,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Higienópolis,140,3,1,2,7857,0-5
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Higienópolis,118,3,0,1,7899,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Aclimação,95,3,1,2,5149,0-5
Não aceita,Mobiliado,Metrô próx.,Apartamento,Consolação,38,1,0,1,4894,0-5
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Higienópolis,465,4,1,4,10390,0-5
Não aceita,Mobiliado,Metrô próx.,Apartamento,Bela Vista,33,1,0,1,6405,20+
Não aceita,Sem mobília,Metrô próx.,Apartamento,Higienópolis,170,3,1,2,8104,6-10
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Consolação,140,3,2,2,14520,11-15
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Aclimação,270,4,4,3,12260,16-20
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Higienópolis,443,5,1,4,12680,0-5
Não aceita,Sem mobília,Metrô próx.,Apartamento,Aclimação,390,3,1,4,14690,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Aclimação,241,4,3,3,9666,0-5
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Aclimação,230,4,2,3,11640,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,180,3,2,1,9763,6-10
Não aceita,Mobiliado,Metrô próx.,Apartamento,Consolação,550,4,3,3,19580,11-15
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Higienópolis,280,4,2,1,12110,0-5
Não aceita,Mobiliado,Metrô próx.,Apartamento,Bela Vista,300,2,2,2,8787,6-10
Aceita pet,Sem mobília,Não próx.,Apartamento,Higienópolis,330,4,1,2,13790,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,190,3,1,1,10120,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Higienópolis,254,4,1,3,9022,11-15
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Higienópolis,330,3,3,3,18810,11-15
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Perdizes,100,3,1,1,4819,0-5
Aceita pet,Sem mobília,Não próx.,Apartamento,Cambuci,70,3,0,1,2572,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,38,1,0,0,2328,0-5
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Bela Vista,45,1,0,1,2574,6-10
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Santa Cecília,40,1,0,1,2648,6-10
Não aceita,Sem mobília,Metrô próx.,Apartamento,Consolação,29,1,1,1,2225,6-10
Não aceita,Sem mobília,Metrô próx.,Apartamento,Brás,90,2,0,0,2414,0-5
Não aceita,Sem mobília,Metrô próx.,Apartamento,Brás,90,2,0,0,2414,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bom Retiro,30,1,1,0,1628,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bom Retiro,30,1,1,0,1628,0-5
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Santa Cecília,45,1,0,1,3448,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bom Retiro,35,1,1,0,1770,-
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bom Retiro,35,1,0,0,1770,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bom Retiro,35,1,0,0,1770,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bom Retiro,35,1,0,0,1770,-
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bom Retiro,26,1,0,0,1497,0-5
Não aceita,Sem mobília,Metrô próx.,Studio,Consolação,40,1,0,1,2437,6-10
Não aceita,Sem mobília,Metrô próx.,Studio,Mooca,16,1,0,0,1195,0-5
Aceita pet,Sem mobília,Metrô próx.,Studio,Santa Cecília,35,1,0,0,2537,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Cambuci,28,1,0,0,1385,0-5
Não aceita,Sem mobília,Não próx.,Apartamento,Liberdade,90,2,1,1,2646,0-5
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Santa Cecília,55,1,0,1,2118,0-5
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Bela Vista,45,1,0,1,3023,0-5
Não aceita,Mobiliado,Metrô próx.,Apartamento,Consolação,50,2,0,1,3954,6-10
Não aceita,Mobiliado,Metrô próx.,Studio,Aclimação,37,1,1,1,3541,0-5
Aceita pet,Sem mobília,Metrô próx.,Studio,Aclimação,39,1,0,1,3391,0-5
Não aceita,Mobiliado,Metrô próx.,Apartamento,Aclimação,45,1,1,1,3600,0-5
Não aceita,Mobiliado,Metrô próx.,Apartamento,Santa Cecília,35,1,0,0,2641,0-5
Não aceita,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,30,1,0,0,1882,6-10
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Bela Vista,43,1,0,0,2319,11-15
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Bela Vista,30,1,0,1,2701,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Cambuci,56,2,1,0,2384,11-15
Não aceita,Sem mobília,Metrô próx.,Apartamento,Bela Vista,50,1,0,1,4250,0-5
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Consolação,56,2,1,2,4138,11-15
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Consolação,60,2,1,1,3889,6-10
Não aceita,Mobiliado,Metrô próx.,Apartamento,Aclimação,70,2,1,1,4495,16-20
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Consolação,62,2,1,1,5279,11-15
Não aceita,Mobiliado,Metrô próx.,Apartamento,Bela Vista,117,2,1,1,7183,11-15
Não aceita,Mobiliado,Metrô próx.,Apartamento,Consolação,37,1,0,1,3546,0-5
Aceita pet,Sem mobília,Não próx.,Apartamento,Cambuci,85,2,0,0,2842,6-10
Não aceita,Mobiliado,Não próx.,Apartamento,Higienópolis,30,1,1,1,4192,6-10
Não aceita,Sem mobília,Metrô próx.,Apartamento,Consolação,76,1,0,1,2794,0-5
Não aceita,Mobiliado,Metrô próx.,Apartamento,Consolação,48,1,0,1,4355,20+
Não aceita,Mobiliado,Metrô próx.,Apartamento,Consolação,62,1,0,0,3533,6-10
Não aceita,Sem mobília,Metrô próx.,Apartamento,Bom Retiro,160,4,0,0,3702,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,100,2,0,0,3572,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Consolação,161,3,0,0,5589,0-5
Não aceita,Mobiliado,Metrô próx.,Apartamento,Bela Vista,48,1,1,1,3620,20+
Não aceita,Mobiliado,Metrô próx.,Studio,Bela Vista,33,1,0,1,3571,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bom Retiro,172,3,1,0,3966,0-5
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Consolação,52,1,1,1,7545,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Higienópolis,92,2,0,1,5990,16-20
Aceita pet,Mobiliado,Metrô próx.,Studio,Consolação,22,1,0,1,3219,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bom Retiro,115,2,0,0,3795,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Higienópolis,118,3,1,0,5153,0-5
Não aceita,Mobiliado,Metrô próx.,Apartamento,Bela Vista,59,1,1,1,3323,11-15
