Title,Address,Area,Bedroom,Garage,Floor,Pet,Furniture,Subway,Rent,Condominium,Taxes,Fire Insurance,Services,Total,Text
"Apartamento para alugar com 2 quartos, 72m²","Rua Peixoto Gomide, Consolação, São Paulo",,,,,,,,,,,,,,"Anúncio novo
Apartamento selecionado
Rua Peixoto Gomide
Consolação, São Paulo
72 m² 2 quartos
Aluguel R$ 5.500
Total R$ 6.529"
"Apartamento para alugar com 3 quartos, 118m²","Rua Itacolomi, Higienópolis, São Paulo",118 m²,3 quartos,1 vaga,6º andar,Aceita pet,Sem mobília,Metrô próx.,"Aluguel
R$ 4.200","Condomínio
R$ 1.100","IPTU
R$ 23","Seguro incêndio
R$ 54",,"Total
R$ 5.377","Apartamento
Rua Itacolomi
Higienópolis, São Paulo
118 m² 3 quartos
Aluguel R$ 4.200
Total R$ 5.377"
"Studio para alugar com 1 quarto, 37m²","Rua Augusta, Consolação, São Paulo",37 m²,1 quarto,1 vaga,3º andar,Aceita pet,Mobiliado,Metrô próx.,"Aluguel
R$ 3.200","Condomínio
R$ 648","IPTU
R$ 50","Seguro incêndio
R$ 41",,"Total
R$ 3.939","Studio e kitnet
Exclusivo
Rua Augusta
Consolação, São Paulo
37 m² 1 quarto
Aluguel R$ 3.200
Total R$ 3.939"
"Apartamento para alugar com 3 quartos, 200m²","Avenida Nove de Julho, Consolação, São Paulo",200 m²,3 quartos,Sem vaga,2º andar,Aceita pet,Sem mobília,Metrô próx.,"Aluguel
R$ 3.300","Condomínio
R$ 1.288","IPTU
R$ 214","Seguro incêndio
R$ 42",,"Total
R$ 4.844","Apartamento
Exclusivo
Avenida Nove de Julho
Consolação, São Paulo
200 m² 3 quartos
Aluguel R$ 3.300
Total R$ 4.844"
"Apartamento para alugar com 2 quartos, 53m²","R. Bela Cintra, Consolação, São Paulo",53 m²,2 quartos,1 vaga,12º andar,Aceita pet,Mobiliado,Metrô próx.,"Aluguel
R$ 4.500","Condomínio
R$ 875","IPTU
R$ 200","Seguro incêndio
R$ 58",,"Total
R$ 5.633","Apartamento
R. Bela Cintra
Consolação, São Paulo
53 m² 2 quartos
Aluguel R$ 4.500
Total R$ 5.633"
"Apartamento para alugar com 3 quartos, 142m²","Rua Pelotas, Vila Mariana, São Paulo",142 m²,"3 quartos
(3 suítes)",3 vagas,19º andar,Aceita pet,Sem mobília,Metrô próx.,"Aluguel
R$ 9.800","Condomínio
R$ 1.400","IPTU
R$ 700","Seguro incêndio
R$ 125","Taxa de serviço
R$ 196","Total
R$ 12.220","Visualizado
Apartamento
Rua Pelotas
Vila Mariana, São Paulo
142 m² 3 quartos
Aluguel R$ 9.800
Total R$ 12.030"
"Apartamento para alugar com 2 quartos, 100m²","Alameda Franca, Jardim Paulista, São Paulo",100 m²,2 quartos,Sem vaga,4º andar,Aceita pet,Sem mobília,Metrô próx.,"Aluguel
R$ 4.200","Condomínio
R$ 1.245","IPTU
R$ 284","Seguro incêndio
R$ 54",,"Total
R$ 5.783","Apartamento
Alameda Franca
Jardim Paulista, São Paulo
100 m² 2 quartos
Aluguel R$ 4.200
Total R$ 5.783"
"Apartamento para alugar com 3 quartos, 115m²","Rua Azevedo Macedo, Vila Mariana, São Paulo",115 m²,"3 quartos
(1 suíte)",1 vaga,12º andar,Aceita pet,Sem mobília,Metrô próx.,"Aluguel
R$ 5.000","Condomínio
R$ 1.200","IPTU
R$ 14","Seguro incêndio
R$ 64","Taxa de serviço
R$ 100","Total
R$ 6.378","Apartamento
Exclusivo
Rua Azevedo Macedo
Vila Mariana, São Paulo
115 m² 3 quartos
Aluguel R$ 5.000
Total R$ 6.278"
"Apartamento para alugar com 2 quartos, 113m²","Rua Carlos Chagas, Aclimação, São Paulo",113 m²,2 quartos,1 vaga,3º andar,Não aceita,Sem mobília,Metrô próx.,"Aluguel
R$ 3.000","Condomínio
R$ 1.260","IPTU
R$ 167","Seguro incêndio
R$ 39","Taxa de serviço
R$ 60","Total
R$ 4.526","Apartamento
Rua Carlos Chagas
Aclimação, São Paulo
113 m² 2 quartos
Aluguel R$ 3.000
Total R$ 4.466"
"Apartamento para alugar com 2 quartos, 200m²","Rua Aureliano Coutinho, Santa Cecília, São Paulo",200 m²,"2 quartos
(1 suíte)",1 vaga,7º andar,Aceita pet,Sem mobília,Metrô próx.,"Aluguel
R$ 3.104","Condomínio
R$ 1.850","IPTU
R$ 292","Seguro incêndio
R$ 40",,"Total
R$ 5.286","Apartamento
Rua Aureliano Coutinho
Santa Cecília, São Paulo
200 m² 2 quartos
Aluguel R$ 3.104
Total R$ 5.286"
"Apartamento para alugar com 4 quartos, 140m²","Rua Dona Antônia de Queirós, Higienópolis, São Paulo",140 m²,"4 quartos
(1 suíte)",1 vaga,6º andar,Aceita pet,Sem mobília,Metrô próx.,"Aluguel
R$ 2.900","Condomínio
R$ 2.085","IPTU
R$ 274","Seguro incêndio
R$ 37",,"Total
R$ 5.296","Anúncio novo
Apartamento
Exclusivo
Rua Dona Antônia de Queirós
Higienópolis, São Paulo
140 m² 4 quartos
Aluguel R$ 2.900
Total R$ 5.296"
"Apartamento para alugar com 1 quarto, 48m²","Rua Carlos Sampaio, Bela Vista, São Paulo",,,,,,,,,,,,,,"Apartamento selecionado
Rua Carlos Sampaio
Bela Vista, São Paulo
48 m² 1 quarto
Aluguel R$ 4.000
Total R$ 5.612"
"Apartamento para alugar com 3 quartos, 143m²","Rua Maranhão, Higienópolis, São Paulo",,,,,,,,,,,,,,"Apartamento selecionado
Rua Maranhão
Higienópolis, São Paulo
143 m² 3 quartos
Aluguel R$ 3.800
Total R$ 6.314"
"Apartamento para alugar com 4 quartos, 220m²","Rua dos Franceses, Bela Vista, São Paulo",220 m²,"4 quartos
(2 suítes)",Sem vaga,3º andar,Aceita pet,Sem mobília,Metrô próx.,"Aluguel
R$ 4.000","Condomínio
R$ 2.085","IPTU
R$ 376","Seguro incêndio
R$ 51","Taxa de serviço
R$ 80","Total
R$ 6.592","Apartamento
Rua dos Franceses
Bela Vista, São Paulo
220 m² 4 quartos
Aluguel R$ 4.000
Total R$ 6.512"
"Apartamento para alugar com 3 quartos, 226m²","Rua Sergipe, Higienópolis, São Paulo",226 m²,"3 quartos
(1 suíte)",2 vagas,9º andar,Aceita pet,Sem mobília,Metrô próx.,"Aluguel
R$ 6.000","Condomínio
R$ 2.680","IPTU
R$ 477","Seguro incêndio
R$ 77",,"Total
R$ 9.234","Apartamento
Rua Sergipe
Higienópolis, São Paulo
226 m² 3 quartos
Aluguel R$ 6.000
Total R$ 9.234"
"Apartamento para alugar com 6 quartos, 340m²","Rua Maranhao, Higienópolis, São Paulo",340 m²,"6 quartos
(2 suítes)",3 vagas,12º andar,Aceita pet,Sem mobília,Metrô próx.,"Aluguel
R$ 4.633","Condomínio
R$ 6.400","IPTU
R$ 167","Seguro incêndio
R$ 59",,"Total
R$ 11.260","Apartamento
Rua Maranhao
Higienópolis, São Paulo
340 m² 6 quartos
Aluguel R$ 4.633
Total R$ 11.260"
"Apartamento para alugar com 3 quartos, 170m²","Rua Doutor Cândido Espinheira, Perdizes, São Paulo",170 m²,"3 quartos
(2 suítes)",3 vagas,4º andar,Aceita pet,Sem mobília,Metrô próx.,"Aluguel
R$ 3.720","Condomínio
R$ 3.000","IPTU
R$ 773","Seguro incêndio
R$ 48",,"Total
R$ 7.541","Anúncio novo
Baixou o preço
Apartamento
Rua Doutor Cândido Espinheira
Perdizes, São Paulo
170 m² 3 quartos
Aluguel R$ 3.720
Total R$ 7.541"
"Apartamento para alugar com 3 quartos, 192m²","Rua Inocêncio Unhate, Pacaembu, São Paulo",192 m²,"3 quartos
(3 suítes)",3 vagas,8º andar,Não aceita,Mobiliado,Não próx.,"Aluguel
R$ 9.410","Condomínio
R$ 2.600","IPTU
R$ 1.000","Seguro incêndio
R$ 120",,"Total
R$ 13.130","Anúncio novo
Baixou o preço
Apartamento
Rua Inocêncio Unhate
Pacaembu, São Paulo
192 m² 3 quartos
Aluguel R$ 9.410
Total R$ 13.130"
"Apartamento para alugar com 2 quartos, 76m²","Alameda Eduardo Prado, Bom Retiro, São Paulo",76 m²,2 quartos,Sem vaga,4º andar,Não aceita,Sem mobília,Metrô próx.,"Aluguel
R$ 1.824","Condomínio
R$ 535","IPTU
R$ 63","Seguro incêndio
R$ 13",,"Total
R$ 2.435","Em breve
Apartamento
Exclusivo
Alameda Eduardo Prado
Bom Retiro, São Paulo
76 m² 2 quartos
Aluguel R$ 1.824
Total R$ 2.435"
"Apartamento para alugar com 3 quartos, 143m²","Rua Doutor Nicolau de Sousa Queirós, Vila Mariana, São Paulo",143 m²,"3 quartos
(1 suíte)",1 vaga,2º andar,Aceita pet,Sem mobília,Metrô próx.,"Aluguel
R$ 2.900","Condomínio
R$ 1.047","IPTU
R$ 116","Seguro incêndio
R$ 22","Taxa de serviço
R$ 58","Total
R$ 4.143","Em breve
Apartamento
Rua Doutor Nicolau de Sousa Queirós
Vila Mariana, São Paulo
143 m² 3 quartos
Aluguel R$ 2.900
Total R$ 4.085"
"Apartamento para alugar com 2 quartos, 70m²","Rua Tamandaré, Liberdade, São Paulo",70 m²,2 quartos,1 vaga,12º andar,Não aceita,Mobiliado,Metrô próx.,"Aluguel
R$ 2.799","Condomínio
R$ 480","IPTU
R$ 30","Seguro incêndio
R$ 36","Taxa de serviço
R$ 56","Total
R$ 3.401","Apartamento
Exclusivo
Rua Tamandaré
Liberdade, São Paulo
70 m² 2 quartos
Aluguel R$ 2.799
Total R$ 3.345"
"Apartamento para alugar com 1 quarto, 49m²","Alameda Jaú, Jardim Paulista, São Paulo",49 m²,1 quarto,Sem vaga,8º andar,Aceita pet,Mobiliado,Metrô próx.,"Aluguel
R$ 3.301","Condomínio
R$ 902","IPTU
R$ 200","Seguro incêndio
R$ 13",,"Total
R$ 4.416","Em breve
Apartamento
Exclusivo
Alameda Jaú
Jardim Paulista, São Paulo
49 m² 1 quarto
Aluguel R$ 3.301
Total R$ 4.416"
"Casa para alugar com 2 quartos, 1086m²","Rua Paraíba, Canindé, São Paulo",1086 m²,2 quartos,Sem vaga,-,Aceita pet,Sem mobília,Não próx.,"Aluguel
R$ 2.400","Condomínio
R$ 0","IPTU
R$ 0","Seguro incêndio
R$ 40","Taxa de serviço
R$ 48","Total
R$ 2.488","Casa
Exclusivo
Rua Paraíba
Canindé, São Paulo
1086 m² 2 quartos
Aluguel R$ 2.400
Total R$ 2.440"
"Apartamento para alugar com 2 quartos, 48m²","Avenida Tiradentes, Canindé, São Paulo",48 m²,2 quartos,1 vaga,1º andar,Aceita pet,Mobiliado,Metrô próx.,"Aluguel
R$ 1.900","Condomínio
R$ 379","IPTU
R$ 0","Seguro incêndio
R$ 25","Taxa de serviço
R$ 38","Total
R$ 2.342","Anúncio novo
Apartamento
Avenida Tiradentes
Canindé, São Paulo
48 m² 2 quartos
Aluguel R$ 1.900
Total R$ 2.304"
"Studio para alugar com 1 quarto, 78m²","Praça Carlos Gomes, Liberdade, São Paulo",78 m²,1 quarto,Sem vaga,1º andar,Não aceita,Sem mobília,Metrô próx.,"Aluguel
R$ 1.400","Condomínio
R$ 0","IPTU
R$ 100","Seguro incêndio
R$ 18","Taxa de serviço
R$ 28","Total
R$ 1.546","Studio e kitnet
Praça Carlos Gomes
Liberdade, São Paulo
78 m² 1 quarto
Aluguel R$ 1.400
Total R$ 1.518"
"Casa para alugar com 2 quartos, 120m²","Rua Robertson, Cambuci, São Paulo",120 m²,2 quartos,1 vaga,-,Aceita pet,Sem mobília,Não próx.,"Aluguel
R$ 3.000","Condomínio
R$ 0","IPTU
R$ 109","Seguro incêndio
R$ 50","Taxa de serviço
R$ 60","Total
R$ 3.219","Casa
Exclusivo
Rua Robertson
Cambuci, São Paulo
120 m² 2 quartos
Aluguel R$ 3.000
Total R$ 3.159"
"Studio para alugar com 1 quarto, 26m²","Rua Almirante Brasil, Mooca, São Paulo",26 m²,1 quarto,Sem vaga,2º andar,Não aceita,Sem mobília,Metrô próx.,"Aluguel
R$ 2.060","Condomínio
Incluso","IPTU
R$ 0","Seguro incêndio
R$ 27","Taxa de serviço
R$ 41","Total
R$ 2.128","Studio e kitnet
Rua Almirante Brasil
Mooca, São Paulo
26 m² 1 quarto
Aluguel R$ 2.060
Total R$ 2.087"
"Studio para alugar com 1 quarto, 18m²","Rua Newton Prado, Bom Retiro, São Paulo",18 m²,1 quarto,Sem vaga,2º andar,Aceita pet,Sem mobília,Metrô próx.,"Aluguel
R$ 1.050","Condomínio
R$ 70","IPTU
R$ 60","Seguro incêndio
R$ 14",,"Total
R$ 1.194","Studio e kitnet
Exclusivo
Rua Newton Prado
Bom Retiro, São Paulo
18 m² 1 quarto
Aluguel R$ 1.050
Total R$ 1.194"
"Studio para alugar com 1 quarto, 35m²","Alameda Eduardo Padro, Bom Retiro, São Paulo",35 m²,"1 quarto
(1 suíte)",Sem vaga,13º andar,Não aceita,Sem mobília,Metrô próx.,"Aluguel
R$ 1.185","Condomínio
Sem info","IPTU
R$ 0","Seguro incêndio
R$ 16",,"Total
R$ 1.201","Studio e kitnet
Alameda Eduardo Padro
Bom Retiro, São Paulo
35 m² 1 quarto
Aluguel R$ 1.185
Total R$ 1.201"
"Studio para alugar com 1 quarto, 38m²","Alameda Eduardo Prado, Bom Retiro, São Paulo",38 m²,1 quarto,1 vaga,3º andar,Aceita pet,Sem mobília,Metrô próx.,"Aluguel
R$ 1.349","Condomínio
R$ 442","IPTU
Incluso","Seguro incêndio
R$ 18",,"Total
R$ 1.809","Studio e kitnet
Alameda Eduardo Prado
Bom Retiro, São Paulo
38 m² 1 quarto
Aluguel R$ 1.349
Total R$ 1.809"
"Apartamento para alugar com 1 quarto, 42m²","Rua Bela Cintra, Consolação, São Paulo",42 m²,1 quarto,1 vaga,-,Não aceita,Mobiliado,Metrô próx.,"Aluguel
R$ 1.900","Condomínio
R$ 659","IPTU
R$ 0","Seguro incêndio
R$ 25",,"Total
R$ 2.584","Apartamento
Exclusivo
Rua Bela Cintra
Consolação, São Paulo
42 m² 1 quarto
Aluguel R$ 1.900
Total R$ 2.584"
"Apartamento para alugar com 1 quarto, 52m²","Travessa Dona Paula, Higienópolis, São Paulo",52 m²,1 quarto,Sem vaga,1º andar,Aceita pet,Sem mobília,Metrô próx.,"Aluguel
R$ 2.450","Condomínio
R$ 0","IPTU
R$ 82","Seguro incêndio
R$ 32",,"Total
R$ 2.564","Apartamento
Exclusivo
Travessa Dona Paula
Higienópolis, São Paulo
52 m² 1 quarto
Aluguel R$ 2.450
Total R$ 2.564"
"Apartamento para alugar com 2 quartos, 42m²","Rua Afonso Pena, Bom Retiro, São Paulo",42 m²,2 quartos,Sem vaga,5º andar,Não aceita,Sem mobília,Metrô próx.,"Aluguel
R$ 1.650","Condomínio
R$ 250","IPTU
R$ 35","Seguro incêndio
R$ 21",,"Total
R$ 1.956","Baixou o preço
Apartamento
Rua Afonso Pena
Bom Retiro, São Paulo
42 m² 2 quartos
Aluguel R$ 1.650
Total R$ 1.956"
"Apartamento para alugar com 2 quartos, 60m²","Rua Piaçaguera, Pari, São Paulo",60 m²,2 quartos,Sem vaga,1º andar,Não aceita,Sem mobília,Não próx.,"Aluguel
R$ 2.200","Condomínio
R$ 150","IPTU
R$ 417","Seguro incêndio
R$ 28","Taxa de serviço
R$ 44","Total
R$ 2.839","Apartamento
Rua Piaçaguera
Pari, São Paulo
60 m² 2 quartos
Aluguel R$ 2.200
Total R$ 2.795"
"Studio para alugar com 1 quarto, 34m²","Alameda Eduardo Prado, Bom Retiro, São Paulo",34 m²,1 quarto,Sem vaga,-,Não aceita,Sem mobília,Metrô próx.,"Aluguel
R$ 1.100","Condomínio
R$ 220","IPTU
R$ 6","Seguro incêndio
R$ 14",,"Total
R$ 1.340","Studio e kitnet
Exclusivo
Alameda Eduardo Prado
Bom Retiro, São Paulo
34 m² 1 quarto
Aluguel R$ 1.100
Total R$ 1.340"
"Studio para alugar com 1 quarto, 35m²","Rua da Consolação, Consolação, São Paulo",35 m²,1 quarto,1 vaga,11º andar,Aceita pet,Sem mobília,Metrô próx.,"Aluguel
R$ 2.280","Condomínio
R$ 364","IPTU
R$ 87","Seguro incêndio
R$ 29",,"Total
R$ 2.760","Studio e kitnet
Exclusivo
Rua da Consolação
Consolação, São Paulo
35 m² 1 quarto
Aluguel R$ 2.280
Total R$ 2.760"
"Apartamento para alugar com 1 quarto, 48m²","Avenida General Olímpio da Silveira, Barra Funda, São Paulo",48 m²,1 quarto,Sem vaga,4º andar,Aceita pet,Sem mobília,Metrô próx.,"Aluguel
R$ 1.500","Condomínio
R$ 351","IPTU
R$ 0","Seguro incêndio
R$ 20",,"Total
R$ 1.871","Anúncio novo
Apartamento
Exclusivo
Avenida General Olímpio da Silveira
Barra Funda, São Paulo
48 m² 1 quarto
Aluguel R$ 1.500
Total R$ 1.871"
"Apartamento para alugar com 2 quartos, 70m²","Avenida Alcântara Machado, Mooca, São Paulo",70 m²,2 quartos,Sem vaga,4º andar,Não aceita,Sem mobília,Metrô próx.,"Aluguel
R$ 1.200","Condomínio
R$ 248","IPTU
R$ 37","Seguro incêndio
R$ 16","Taxa de serviço
R$ 24","Total
R$ 1.525","Apartamento
Exclusivo
Avenida Alcântara Machado
Mooca, São Paulo
70 m² 2 quartos
Aluguel R$ 1.200
Total R$ 1.501"
"Apartamento para alugar com 2 quartos, 60m²","Rua Barata Ribeiro, Consolação, São Paulo",60 m²,"2 quartos
(1 suíte)",1 vaga,4º andar,Não aceita,Sem mobília,Metrô próx.,"Aluguel
R$ 2.650","Condomínio
R$ 650","IPTU
R$ 100","Seguro incêndio
R$ 34",,"Total
R$ 3.434","Apartamento
Rua Barata Ribeiro
Consolação, São Paulo
60 m² 2 quartos
Aluguel R$ 2.650
Total R$ 3.434"
"Apartamento para alugar com 1 quarto, 35m²","Rua Helvétia, Santa Cecília, São Paulo",35 m²,"1 quarto
(1 suíte)",Sem vaga,1º andar,Aceita pet,Sem mobília,Metrô próx.,"Aluguel
R$ 1.929","Condomínio
R$ 469","IPTU
R$ 61","Seguro incêndio
R$ 25",,"Total
R$ 2.484","Apartamento
Exclusivo
Rua Helvétia
Santa Cecília, São Paulo
35 m² 1 quarto
Aluguel R$ 1.929
Total R$ 2.484"
"Apartamento para alugar com 1 quarto, 50m²","Rua Doutor Seng, Bela Vista, São Paulo",50 m²,1 quarto,Sem vaga,1º andar,Aceita pet,Sem mobília,Metrô próx.,"Aluguel
R$ 2.000","Condomínio
R$ 365","IPTU
R$ 0","Seguro incêndio
R$ 26","Taxa de serviço
R$ 40","Total
R$ 2.431","Visualizado
Apartamento
Exclusivo
Rua Doutor Seng
Bela Vista, São Paulo
50 m² 1 quarto
Aluguel R$ 2.000
Total R$ 2.391"
"Apartamento para alugar com 1 quarto, 36m²","Avenida Rio Branco, Centro, São Paulo",36 m²,"1 quarto
(1 suíte)",Sem vaga,9º andar,Não aceita,Sem mobília,Metrô próx.,"Aluguel
R$ 1.200","Condomínio
R$ 240","IPTU
R$ 0","Seguro incêndio
R$ 16","Taxa de serviço
R$ 24","Total
R$ 1.480","Apartamento
Avenida Rio Branco
Centro, São Paulo
36 m² 1 quarto
Aluguel R$ 1.200
Total R$ 1.456"
"Studio para alugar com 1 quarto, 24m²","Rua Frei Gaspar, Mooca, São Paulo",24 m²,1 quarto,Sem vaga,2º andar,Aceita pet,Sem mobília,Metrô próx.,"Aluguel
R$ 1.250","Condomínio
R$ 50","IPTU
R$ 0","Seguro incêndio
R$ 16","Taxa de serviço
R$ 25","Total
R$ 1.341","Studio e kitnet
Rua Frei Gaspar
Mooca, São Paulo
24 m² 1 quarto
Aluguel R$ 1.250
Total R$ 1.316"
"Apartamento para alugar com 1 quarto, 40m²","Avenida Nove de Julho, Consolação, São Paulo",40 m²,1 quarto,Sem vaga,7º andar,Não aceita,Sem mobília,Metrô próx.,"Aluguel
R$ 1.539","Condomínio
R$ 296","IPTU
R$ 18","Seguro incêndio
R$ 20",,"Total
R$ 1.873","Apartamento
Exclusivo
Avenida Nove de Julho
Consolação, São Paulo
40 m² 1 quarto
Aluguel R$ 1.539
Total R$ 1.873"
"Studio para alugar com 1 quarto, 35m²","Rua São Vicente de Paula, Santa Cecília, São Paulo",35 m²,1 quarto,1 vaga,8º andar,Não aceita,Sem mobília,Metrô próx.,"Aluguel
R$ 1.530","Condomínio
R$ 647","IPTU
R$ 0","Seguro incêndio
R$ 20",,"Total
R$ 2.197","Studio e kitnet
Exclusivo
Rua São Vicente de Paula
Santa Cecília, São Paulo
35 m² 1 quarto
Aluguel R$ 1.530
Total R$ 2.197"
"Apartamento para alugar com 1 quarto, 36m²","Avenida Rio Branco, Centro, São Paulo",36 m²,"1 quarto
(1 suíte)",Sem vaga,9º andar,Não aceita,Sem mobília,Metrô próx.,"Aluguel
R$ 1.200","Condomínio
R$ 240","IPTU
R$ 0","Seguro incêndio
R$ 16","Taxa de serviço
R$ 24","Total
R$ 1.480","Apartamento
Avenida Rio Branco
Centro, São Paulo
36 m² 1 quarto
Aluguel R$ 1.200
Total R$ 1.456"
"Studio para alugar com 1 quarto, 24m²","Rua Frei Gaspar, Mooca, São Paulo",24 m²,1 quarto,Sem vaga,2º andar,Aceita pet,Sem mobília,Metrô próx.,"Aluguel
R$ 1.250","Condomínio
R$ 50","IPTU
R$ 0","Seguro incêndio
R$ 16","Taxa de serviço
R$ 25","Total
R$ 1.341","Studio e kitnet
Rua Frei Gaspar
Mooca, São Paulo
24 m² 1 quarto
Aluguel R$ 1.250
Total R$ 1.316"
"Apartamento para alugar com 1 quarto, 84m²","Avenida Rio Branco, Bom Retiro, São Paulo",84 m²,1 quarto,Sem vaga,5º andar,Aceita pet,Sem mobília,Metrô próx.,"Aluguel
R$ 1.511","Condomínio
R$ 570","IPTU
R$ 0","Seguro incêndio
R$ 20",,"Total
R$ 2.101","Apartamento
Exclusivo
Avenida Rio Branco
Bom Retiro, São Paulo
84 m² 1 quarto
Aluguel R$ 1.511
Total R$ 2.101"
"Apartamento para alugar com 2 quartos, 55m²","Rua Oratório, Mooca, São Paulo",55 m²,2 quartos,1 vaga,7º andar,Aceita pet,Mobiliado,Não próx.,"Aluguel
R$ 2.000","Condomínio
R$ 600","IPTU
R$ 0","Seguro incêndio
R$ 26","Taxa de serviço
R$ 40","Total
R$ 2.666","Anúncio novo
Apartamento
Rua Oratório
Mooca, São Paulo
55 m² 2 quartos
Aluguel R$ 2.000
Total R$ 2.626"
"Apartamento para alugar com 2 quartos, 51m²","Alameda Eduardo Prado, Bom Retiro, São Paulo",51 m²,2 quartos,1 vaga,1º andar,Não aceita,Sem mobília,Metrô próx.,"Aluguel
R$ 3.200","Condomínio
R$ 590","IPTU
R$ 65","Seguro incêndio
R$ 41",,"Total
R$ 3.896","Apartamento
Alameda Eduardo Prado
Bom Retiro, São Paulo
51 m² 2 quartos
Aluguel R$ 3.200
Total R$ 3.896"
"Apartamento para alugar com 1 quarto, 30m²","Avenida Rio Branco, Bom Retiro, São Paulo",30 m²,1 quarto,1 vaga,2º andar,Não aceita,Mobiliado,Metrô próx.,"Aluguel
R$ 1.112","Condomínio
R$ 950","IPTU
R$ 0","Seguro incêndio
R$ 15",,"Total
R$ 2.077","Anúncio novo
Apartamento
Avenida Rio Branco
Bom Retiro, São Paulo
30 m² 1 quarto
Aluguel R$ 1.112
Total R$ 2.077"
"Casa para alugar com 4 quartos, 270m²","Rua do Paraíso, Aclimação, São Paulo",270 m²,"4 quartos
(1 suíte)",4 vagas,-,Aceita pet,Sem mobília,Metrô próx.,"Aluguel
R$ 10.800","Condomínio
R$ 0","IPTU
R$ 800","Seguro incêndio
R$ 163","Taxa de serviço
R$ 216","Total
R$ 11.980","Casa
Rua do Paraíso
Aclimação, São Paulo
270 m² 4 quartos
Aluguel R$ 10.800
Total R$ 11.760"
"Apartamento para alugar com 1 quarto, 52m²","Rua Bela Cintra, Consolação, São Paulo",52 m²,1 quarto,1 vaga,5º andar,Não aceita,Mobiliado,Metrô próx.,"Aluguel
R$ 3.900","Condomínio
R$ 370","IPTU
R$ 92","Seguro incêndio
R$ 50",,"Total
R$ 4.412","Apartamento
Exclusivo
Rua Bela Cintra
Consolação, São Paulo
52 m² 1 quarto
Aluguel R$ 3.900
Total R$ 4.412"
"Apartamento para alugar com 2 quartos, 40m²","Rua Alexandrino da Silveira Bueno, Cambuci, São Paulo",40 m²,2 quartos,Sem vaga,8º andar,Aceita pet,Sem mobília,Não próx.,"Aluguel
R$ 2.300","Condomínio
R$ 300","IPTU
R$ 0","Seguro incêndio
R$ 30","Taxa de serviço
R$ 46","Total
R$ 2.676","Apartamento
Exclusivo
Rua Alexandrino da Silveira Bueno
Cambuci, São Paulo
40 m² 2 quartos
Aluguel R$ 2.300
Total R$ 2.630"
"Apartamento para alugar com 1 quarto, 30m²","Avenida Rio Branco, Bom Retiro, São Paulo",30 m²,"1 quarto
(1 suíte)",1 vaga,3º andar,Não aceita,Mobiliado,Metrô próx.,"Aluguel
R$ 1.275","Condomínio
R$ 887","IPTU
R$ 84","Seguro incêndio
R$ 17",,"Total
R$ 2.263","Apartamento
Avenida Rio Branco
Bom Retiro, São Paulo
30 m² 1 quarto
Aluguel R$ 1.275
Total R$ 2.263"
"Apartamento para alugar com 1 quarto, 52m²","Rua Bela Cintra, Consolação, São Paulo",52 m²,1 quarto,1 vaga,5º andar,Não aceita,Mobiliado,Metrô próx.,"Aluguel
R$ 3.900","Condomínio
R$ 370","IPTU
R$ 92","Seguro incêndio
R$ 50",,"Total
R$ 4.412","Apartamento
Exclusivo
Rua Bela Cintra
Consolação, São Paulo
52 m² 1 quarto
Aluguel R$ 3.900
Total R$ 4.412"
"Studio para alugar com 1 quarto, 45m²","Rua Itapeva, Bela Vista, São Paulo",45 m²,1 quarto,Sem vaga,3º andar,Não aceita,Sem mobília,Metrô próx.,"Aluguel
R$ 1.050","Condomínio
R$ 700","IPTU
R$ 0","Seguro incêndio
R$ 14","Taxa de serviço
R$ 21","Total
R$ 1.785","Studio e kitnet
Exclusivo
Rua Itapeva
Bela Vista, São Paulo
45 m² 1 quarto
Aluguel R$ 1.050
Total R$ 1.764"
"Apartamento para alugar com 1 quarto, 70m²","Rua Maracaí, Aclimação, São Paulo",70 m²,1 quarto,Sem vaga,6º andar,Não aceita,Sem mobília,Não próx.,"Aluguel
R$ 2.200","Condomínio
R$ 700","IPTU
R$ 100","Seguro incêndio
R$ 28","Taxa de serviço
R$ 44","Total
R$ 3.072","Apartamento
Rua Maracaí
Aclimação, São Paulo
70 m² 1 quarto
Aluguel R$ 2.200
Total R$ 3.028"
"Apartamento para alugar com 3 quartos, 60m²","Rua Ipanema, Mooca, São Paulo",60 m²,3 quartos,1 vaga,8º andar,Aceita pet,Mobiliado,Metrô próx.,"Aluguel
R$ 2.750","Condomínio
R$ 423","IPTU
R$ 85","Seguro incêndio
R$ 35","Taxa de serviço
R$ 55","Total
R$ 3.348","Apartamento
Exclusivo
Rua Ipanema
Mooca, São Paulo
60 m² 3 quartos
Aluguel R$ 2.750
Total R$ 3.293"
"Apartamento para alugar com 1 quarto, 57m²","Rua Pamplona, Jardim Paulista, São Paulo",57 m²,1 quarto,1 vaga,1º andar,Não aceita,Mobiliado,Metrô próx.,"Aluguel
R$ 2.070","Condomínio
R$ 731","IPTU
R$ 0","Seguro incêndio
R$ 27",,"Total
R$ 2.828","Baixou o preço
Apartamento
Rua Pamplona
Jardim Paulista, São Paulo
57 m² 1 quarto
Aluguel R$ 2.070
Total R$ 2.828"
