Pet,Furniture,Subway,house_type,district,area,bedroom,suite,garage,floor,rent,condominium,is_condominium_included,taxes,is_taxes_included,fire_insurance,service,total
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,62,1,0,0,5,2800,450,0,120,0,36,,3406
Aceita pet,Sem mobília,Metrô próx.,Studio,Mooca,24,1,0,0,1,1250,50,0,0,0,16,25,1341
Aceita pet,Sem mobília,Metrô próx.,Studio,Mooca,24,1,0,0,,1300,50,0,0,0,17,26,1393
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Barra Funda,36,1,0,1,3,2130,537,0,49,0,27,,2743
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Consolação,50,2,0,1,18,3870,0,0,0,0,50,,3920
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Consolação,60,2,1,2,10,2901,734,0,135,0,37,,3807
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Liberdade,30,1,1,0,9,910,223,0,31,0,12,18,1194
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Centro,70,1,0,0,8,1160,450,0,0,0,15,23,1648
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Consolação,45,1,1,1,17,2550,550,0,184,0,33,,3317
Aceita pet,Sem mobília,Não próx.,Apartamento,Jardim Paulista,40,1,1,0,2,1440,365,0,250,0,19,,2074
Aceita pet,Mobiliado,Metrô próx.,Studio,Consolação,25,1,0,0,8,1600,430,0,34,0,21,,2085
Aceita pet,Sem mobília,Metrô próx.,Studio,Consolação,50,1,0,0,1,1729,300,0,0,0,22,,2051
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bom Retiro,90,2,0,0,1,1480,455,0,101,0,19,,2055
Aceita pet,Sem mobília,Metrô próx.,Studio,Bela Vista,45,1,1,0,3,1550,400,0,0,0,20,31,2001
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Consolação,35,2,0,0,6,2400,528,0,51,0,31,,3010
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,58,2,0,1,1,1870,752,0,0,0,24,37,2683
Aceita pet,Mobiliado,Não próx.,Apartamento,Cambuci,64,2,1,1,10,2500,735,0,0,0,32,50,3317
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,55,2,0,1,7,2360,500,0,110,0,30,47,3047
Aceita pet,Sem mobília,Não próx.,Apartamento,Jardim Paulista,70,2,0,0,1,1925,395,0,292,0,25,,2637
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Aclimação,78,2,0,0,,1830,450,0,50,0,24,37,2391
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,55,1,0,0,11,2200,415,0,0,0,28,44,2687
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,100,3,0,0,1,2131,500,0,334,0,27,,2992
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Perdizes,47,2,0,1,11,2130,922,0,156,0,27,,3235
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,70,2,0,0,5,1740,585,0,112,0,23,35,2495
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Mooca,67,3,0,0,11,2600,450,0,0,0,33,52,3135
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Aclimação,65,2,0,2,13,2500,700,0,100,0,32,50,3382
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,75,2,1,0,4,3000,780,0,250,0,39,,4069
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,55,2,0,0,7,2500,500,0,110,0,32,50,3192
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,50,2,1,1,3,2700,1080,0,0,0,35,,3815
Não aceita,Mobiliado,Metrô próx.,Studio,Santa Cecília,12,1,0,0,9,2280,238,0,49,0,29,,2596
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Consolação,85,2,0,0,2,2290,575,0,0,0,30,,2895
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Mooca,64,2,1,1,5,2200,628,0,15,0,28,44,2915
Não aceita,Sem mobília,Metrô próx.,Studio,Santa Cecília,30,1,1,0,9,970,400,0,39,0,13,,1422
Aceita pet,Mobiliado,Metrô próx.,Studio,Consolação,24,1,1,0,12,1340,390,0,0,0,17,,1747
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,88,2,0,0,10,2000,950,0,0,0,26,,2976
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Barra Funda,69,3,1,0,5,4000,600,0,100,0,51,,4751
Não aceita,Mobiliado,Metrô próx.,Apartamento,Bela Vista,50,1,1,1,8,1829,1700,0,30,0,24,37,3620
Não aceita,Mobiliado,Metrô próx.,Apartamento,Consolação,39,1,0,1,15,3200,480,0,7,0,41,,3728
Não aceita,Sem mobília,Metrô próx.,Studio,Consolação,40,1,1,0,8,1300,696,0,114,0,17,,2127
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Consolação,52,1,1,0,3,3200,400,0,150,0,41,,3791
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,180,3,1,2,2,3720,1300,0,0,0,48,74,5142
Aceita pet,Sem mobília,Não próx.,Apartamento,Cambuci,130,3,1,1,9,2078,861,0,20,0,27,42,3028
Aceita pet,Mobiliado,Metrô próx.,Studio,Bela Vista,30,1,0,1,4,2620,700,0,135,0,34,52,3541
Não aceita,Sem mobília,Metrô próx.,Apartamento,Vila Mariana,65,2,0,1,3,2018,1600,0,300,0,26,40,3984
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Aclimação,83,3,1,2,3,2400,1340,0,304,0,31,48,4123
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,108,3,1,2,5,4348,1100,0,250,0,56,87,5841
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Aclimação,200,3,3,2,19,5000,1800,0,691,0,64,100,7655
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,100,3,0,1,7,2900,910,0,97,0,37,58,4002
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Paraíso,77,2,1,1,10,5000,1200,0,252,0,64,100,6616
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,118,3,0,1,7,3700,1220,0,106,0,47,74,5147
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Vila Mariana,142,3,3,3,19,9800,1400,0,700,0,125,196,12220
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Higienópolis,129,3,1,0,1,4000,1400,0,380,0,51,,5831
Não aceita,Mobiliado,Metrô próx.,Studio,Jardim Paulista,35,1,1,1,10,2950,1250,0,209,0,38,,4447
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Consolação,110,3,0,1,3,3210,1411,0,250,0,41,,4912
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Higienópolis,288,3,2,2,8,3993,3050,0,721,0,51,,7815
Aceita pet,Mobiliado,Não próx.,Apartamento,Higienópolis,70,2,2,2,9,4000,2700,0,750,0,51,,7501
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,73,2,0,0,4,2982,742,0,157,0,22,,3903
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Higienópolis,114,4,1,2,9,4200,2300,0,875,0,58,,7433
Aceita pet,Mobiliado,Metrô próx.,Studio,Bom Retiro,45,1,0,0,1,1400,120,0,115,0,18,,1653
Aceita pet,Mobiliado,Metrô próx.,Studio,Bom Retiro,16,1,1,0,1,1100,80,0,50,0,14,,1244
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,40,1,0,1,12,2000,500,0,84,0,26,,2610
Não aceita,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,45,1,0,1,1,1700,600,0,67,0,22,,2389
Aceita pet,Sem mobília,Não próx.,Apartamento,Cambuci,42,1,0,1,2,1300,390,0,22,0,17,26,1755
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bom Retiro,50,2,0,1,8,1600,530,0,73,0,21,,2224
Aceita pet,Sem mobília,Não próx.,Casa,Cambuci,70,3,0,0,,2200,0,0,206,0,37,44,2487
Aceita pet,Sem mobília,Metrô próx.,Studio,Bom Retiro,36,1,1,0,1,1350,100,0,100,0,18,,1568
Aceita pet,Sem mobília,Metrô próx.,Studio,Santa Cecília,45,1,0,1,5,1611,508,0,0,0,21,,2140
Aceita pet,Sem mobília,Não próx.,Casa,Aclimação,350,3,1,7,,3420,0,0,825,0,57,68,4370
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Consolação,30,1,0,0,1,1290,110,0,109,0,17,,1526
Aceita pet,Sem mobília,Não próx.,Apartamento,Brás,60,1,0,0,2,1195,267,0,0,0,16,24,1502
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Centro,30,1,0,0,4,1700,360,0,0,0,22,34,2116
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Mooca,62,2,1,2,10,2400,575,0,158,0,31,48,3212
Aceita pet,Mobiliado,Metrô próx.,Studio,Consolação,37,1,0,1,7,1650,681,0,0,0,21,,2352
Aceita pet,Mobiliado,Metrô próx.,Studio,Consolação,30,1,0,1,14,1700,640,0,0,0,22,,2362
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,50,1,0,0,1,2000,365,0,0,0,26,40,2431
Não aceita,Mobiliado,Metrô próx.,Apartamento,Consolação,46,1,0,1,3,2480,730,0,81,0,32,,3323
Aceita pet,Sem mobília,Não próx.,Apartamento,Cambuci,56,2,0,1,7,1980,805,0,47,0,26,40,2898
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,62,1,0,0,5,2800,450,0,120,0,36,,3406
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,60,1,0,0,4,2030,389,0,0,0,26,,2445
Não aceita,Sem mobília,Metrô próx.,Studio,Santa Cecília,40,1,0,0,2,920,330,0,79,0,12,,1341
Não aceita,Sem mobília,Metrô próx.,Apartamento,Centro,26,1,0,0,5,950,252,0,0,0,13,19,1234
Não aceita,Mobiliado,Metrô próx.,Studio,Consolação,38,1,0,1,13,2427,290,0,114,0,31,,2862
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,35,1,0,0,5,1100,405,0,26,0,14,22,1567
Não aceita,Sem mobília,Metrô próx.,Apartamento,Consolação,23,1,0,1,15,1380,546,0,82,0,18,,2026
Aceita pet,Sem mobília,Metrô próx.,Studio,Santa Cecília,48,1,0,0,5,2035,420,0,0,0,26,,2481
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Bela Vista,44,1,0,0,3,1420,540,0,0,0,18,28,2006
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Consolação,68,1,0,0,4,1650,493,0,0,0,21,,2164
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,32,1,1,0,15,1400,254,0,0,0,18,,1672
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Consolação,45,1,0,1,16,2250,900,0,89,0,29,,3268
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Aclimação,50,1,0,0,10,1650,570,0,0,0,21,33,2274
Não aceita,Sem mobília,Metrô próx.,Studio,Centro,45,1,0,0,11,1068,500,0,0,0,14,21,1603
Aceita pet,Mobiliado,Metrô próx.,Studio,Bela Vista,30,1,0,0,4,1150,370,0,0,0,15,23,1558
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Consolação,50,1,1,0,5,2100,600,0,0,0,27,,2727
Não aceita,Mobiliado,Metrô próx.,Apartamento,Bela Vista,92,2,1,0,7,2630,700,0,7,0,34,53,3424
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,82,3,0,1,7,3550,600,0,209,0,45,71,4475
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Mooca,54,2,0,1,13,2010,715,0,20,0,26,40,2811
Não aceita,Sem mobília,Metrô próx.,Apartamento,Aclimação,65,2,0,0,6,2050,500,0,0,0,26,41,2617
Não aceita,Sem mobília,Metrô próx.,Studio,Santa Cecília,30,1,0,0,8,800,400,0,36,0,11,,1247
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Aclimação,63,2,0,1,1,3500,540,0,0,0,45,70,4155
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Aclimação,33,1,0,0,3,2064,450,0,76,0,27,41,2658
Aceita pet,Sem mobília,Metrô próx.,Studio,Santa Cecília,27,1,0,0,10,1150,385,0,0,0,15,,1550
Não aceita,Sem mobília,Metrô próx.,Studio,Vila Mariana,16,1,1,0,1,1575,0,0,0,0,20,32,1627
Não aceita,Mobiliado,Metrô próx.,Apartamento,Consolação,33,1,0,1,7,2850,377,0,107,0,37,,3371
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Higienópolis,46,2,1,1,9,3200,950,0,0,0,41,,4191
Não aceita,Sem mobília,Metrô próx.,Apartamento,Bela Vista,75,2,0,0,8,2844,482,0,7,0,37,57,3427
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,70,2,0,0,5,3200,550,0,179,0,41,,3970
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Jardim Paulista,60,2,1,2,6,3250,1100,0,230,0,42,,4622
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Aclimação,79,2,2,2,4,3800,1050,0,250,0,49,76,5225
Aceita pet,Sem mobília,Metrô próx.,Studio,Jardim Paulista,37,1,1,0,13,1950,432,0,40,0,25,,2447
Aceita pet,Sem mobília,Metrô próx.,Casa,Mooca,608,5,4,6,,9500,,1,1225,0,158,190,11070
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,53,2,1,2,2,3000,800,0,0,0,39,,3839
Não aceita,Mobiliado,Metrô próx.,Apartamento,Consolação,39,1,0,1,15,3200,480,0,7,0,41,,3728
Não aceita,Sem mobília,Metrô próx.,Studio,Consolação,40,1,1,0,8,1300,696,0,114,0,17,,2127
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Consolação,97,2,1,1,7,4530,1192,0,120,0,58,,5900
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,95,2,0,0,22,3200,954,0,164,0,41,64,4423
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Aclimação,145,3,0,1,6,2732,1968,0,182,0,35,55,4972
Aceita pet,Mobiliado,Metrô próx.,Studio,Bela Vista,54,1,1,1,25,3000,850,0,117,0,39,60,4066
Não aceita,Mobiliado,Metrô próx.,Studio,Jardim Paulista,40,1,0,1,6,2300,1389,0,150,0,30,,3869
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,116,3,1,1,5,3900,1800,0,375,0,50,,6125
Não aceita,Mobiliado,Não próx.,Apartamento,Brás,140,2,1,1,9,3500,1242,0,182,0,45,70,5039
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Higienópolis,118,3,0,1,6,4200,1100,0,23,0,54,,5377
Aceita pet,Mobiliado,Metrô próx.,Studio,Consolação,37,1,0,1,3,3200,648,0,50,0,41,,3939
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Consolação,200,3,0,0,2,3300,1288,0,214,0,42,,4844
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Consolação,53,2,0,1,12,4500,875,0,200,0,58,,5633
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Vila Mariana,142,3,3,3,19,9800,1400,0,700,0,125,196,12220
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,100,2,0,0,4,4200,1245,0,284,0,54,,5783
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Vila Mariana,115,3,1,1,12,5000,1200,0,14,0,64,100,6378
Não aceita,Sem mobília,Metrô próx.,Apartamento,Aclimação,113,2,0,1,3,3000,1260,0,167,0,39,60,4526
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,200,2,1,1,7,3104,1850,0,292,0,40,,5286
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Higienópolis,140,4,1,1,6,2900,2085,0,274,0,37,,5296
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,220,4,2,0,3,4000,2085,0,376,0,51,80,6592
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Higienópolis,226,3,1,2,9,6000,2680,0,477,0,77,,9234
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Higienópolis,340,6,2,3,12,4633,6400,0,167,0,59,,11260
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Perdizes,170,3,2,3,4,3720,3000,0,773,0,48,,7541
Não aceita,Mobiliado,Não próx.,Apartamento,Pacaembu,192,3,3,3,8,9410,2600,0,1000,0,120,,13130
Não aceita,Sem mobília,Metrô próx.,Apartamento,Bom Retiro,76,2,0,0,4,1824,535,0,63,0,13,,2435
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Vila Mariana,143,3,1,1,2,2900,1047,0,116,0,22,58,4143
Não aceita,Mobiliado,Metrô próx.,Apartamento,Liberdade,70,2,0,1,12,2799,480,0,30,0,36,56,3401
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Jardim Paulista,49,1,0,0,8,3301,902,0,200,0,13,,4416
Aceita pet,Sem mobília,Não próx.,Casa,Canindé,1086,2,0,0,,2400,0,0,0,0,40,48,2488
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Canindé,48,2,0,1,1,1900,379,0,0,0,25,38,2342
Não aceita,Sem mobília,Metrô próx.,Studio,Liberdade,78,1,0,0,1,1400,0,0,100,0,18,28,1546
Aceita pet,Sem mobília,Não próx.,Casa,Cambuci,120,2,0,1,,3000,0,0,109,0,50,60,3219
Não aceita,Sem mobília,Metrô próx.,Studio,Mooca,26,1,0,0,2,2060,,1,0,0,27,41,2128
Aceita pet,Sem mobília,Metrô próx.,Studio,Bom Retiro,18,1,0,0,2,1050,70,0,60,0,14,,1194
Não aceita,Sem mobília,Metrô próx.,Studio,Bom Retiro,35,1,1,0,13,1185,,0,0,0,16,,1201
Aceita pet,Sem mobília,Metrô próx.,Studio,Bom Retiro,38,1,0,1,3,1349,442,0,,1,18,,1809
Não aceita,Mobiliado,Metrô próx.,Apartamento,Consolação,42,1,0,1,,1900,659,0,0,0,25,,2584
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Higienópolis,52,1,0,0,1,2450,0,0,82,0,32,,2564
Não aceita,Sem mobília,Metrô próx.,Apartamento,Bom Retiro,42,2,0,0,5,1650,250,0,35,0,21,,1956
Não aceita,Sem mobília,Não próx.,Apartamento,Pari,60,2,0,0,1,2200,150,0,417,0,28,44,2839
Não aceita,Sem mobília,Metrô próx.,Studio,Bom Retiro,34,1,0,0,,1100,220,0,6,0,14,,1340
Aceita pet,Sem mobília,Metrô próx.,Studio,Consolação,35,1,0,1,11,2280,364,0,87,0,29,,2760
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Barra Funda,48,1,0,0,4,1500,351,0,0,0,20,,1871
Não aceita,Sem mobília,Metrô próx.,Apartamento,Mooca,70,2,0,0,4,1200,248,0,37,0,16,24,1525
Não aceita,Sem mobília,Metrô próx.,Apartamento,Consolação,60,2,1,1,4,2650,650,0,100,0,34,,3434
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,35,1,1,0,1,1929,469,0,61,0,25,,2484
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,50,1,0,0,1,2000,365,0,0,0,26,40,2431
Não aceita,Sem mobília,Metrô próx.,Apartamento,Centro,36,1,1,0,9,1200,240,0,0,0,16,24,1480
Aceita pet,Sem mobília,Metrô próx.,Studio,Mooca,24,1,0,0,2,1250,50,0,0,0,16,25,1341
Não aceita,Sem mobília,Metrô próx.,Apartamento,Consolação,40,1,0,0,7,1539,296,0,18,0,20,,1873
Não aceita,Sem mobília,Metrô próx.,Studio,Santa Cecília,35,1,0,1,8,1530,647,0,0,0,20,,2197
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bom Retiro,84,1,0,0,5,1511,570,0,0,0,20,,2101
Aceita pet,Mobiliado,Não próx.,Apartamento,Mooca,55,2,0,1,7,2000,600,0,0,0,26,40,2666
Não aceita,Sem mobília,Metrô próx.,Apartamento,Bom Retiro,51,2,0,1,1,3200,590,0,65,0,41,,3896
Não aceita,Mobiliado,Metrô próx.,Apartamento,Bom Retiro,30,1,0,1,2,1112,950,0,0,0,15,,2077
Aceita pet,Sem mobília,Metrô próx.,Casa,Aclimação,270,4,1,4,,10800,0,0,800,0,163,216,11980
Não aceita,Mobiliado,Metrô próx.,Apartamento,Consolação,52,1,0,1,5,3900,370,0,92,0,50,,4412
Aceita pet,Sem mobília,Não próx.,Apartamento,Cambuci,40,2,0,0,8,2300,300,0,0,0,30,46,2676
Não aceita,Mobiliado,Metrô próx.,Apartamento,Bom Retiro,30,1,1,1,3,1275,887,0,84,0,17,,2263
Não aceita,Sem mobília,Metrô próx.,Studio,Bela Vista,45,1,0,0,3,1050,700,0,0,0,14,21,1785
Não aceita,Sem mobília,Não próx.,Apartamento,Aclimação,70,1,0,0,6,2200,700,0,100,0,28,44,3072
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Mooca,60,3,0,1,8,2750,423,0,85,0,35,55,3348
Não aceita,Mobiliado,Metrô próx.,Apartamento,Jardim Paulista,57,1,0,1,1,2070,731,0,0,0,27,,2828
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bom Retiro,38,1,0,0,11,1350,495,0,0,0,18,,1863
Aceita pet,Sem mobília,Metrô próx.,Studio,Mooca,20,1,0,0,,2060,0,0,0,0,27,41,2128
Não aceita,Mobiliado,Metrô próx.,Studio,Mooca,20,1,0,0,2,2060,,1,0,0,27,41,2128
Aceita pet,Mobiliado,Metrô próx.,Studio,Mooca,20,1,0,0,1,2060,,1,0,0,27,41,2128
Não aceita,Mobiliado,Metrô próx.,Studio,Mooca,20,1,0,0,1,2060,,1,0,0,27,41,2128
Não aceita,Mobiliado,Metrô próx.,Studio,Mooca,20,1,0,0,1,1950,,1,0,0,25,39,2014
Aceita pet,Sem mobília,Metrô próx.,Studio,Santa Cecília,35,1,0,0,4,1210,369,0,52,0,16,,1647
Não aceita,Mobiliado,Metrô próx.,Apartamento,Bela Vista,91,2,0,1,8,3176,1020,0,204,0,41,64,4505
Não aceita,Sem mobília,Metrô próx.,Studio,Aclimação,17,1,0,0,1,1900,0,0,38,0,25,38,2001
Não aceita,Mobiliado,Metrô próx.,Studio,Aclimação,17,1,0,0,1,1900,0,0,38,0,25,38,2001
Não aceita,Mobiliado,Metrô próx.,Studio,Aclimação,12,1,0,0,1,1900,0,0,38,0,25,38,2001
Não aceita,Mobiliado,Metrô próx.,Apartamento,Consolação,40,1,0,1,6,1200,1795,0,211,0,16,,3222
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Consolação,80,2,0,0,6,2667,850,0,125,0,34,,3676
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Bela Vista,80,1,0,1,10,3000,950,0,109,0,39,60,4158
Aceita pet,Sem mobília,Não próx.,Apartamento,Cambuci,59,2,0,1,2,980,700,0,55,0,13,20,1768
Aceita pet,Sem mobília,Metrô próx.,Studio,Aclimação,42,1,0,0,10,2560,750,0,125,0,33,51,3519
Aceita pet,Mobiliado,Metrô próx.,Studio,Mooca,50,1,1,1,9,2500,1010,0,28,0,32,50,3620
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Aclimação,114,3,0,2,9,3350,900,0,100,0,43,67,4460
Não aceita,Mobiliado,Metrô próx.,Apartamento,Bela Vista,48,1,1,0,3,2280,1550,0,162,0,29,46,4067
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Jardim Paulista,90,2,1,0,10,4000,950,0,0,0,51,,5001
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Higienópolis,130,3,1,0,6,5000,1713,0,27,0,64,,6804
Aceita pet,Sem mobília,Não próx.,Apartamento,Jardim Paulista,100,2,0,1,7,3400,1382,0,297,0,44,,5123
Aceita pet,Sem mobília,Não próx.,Apartamento,Cambuci,145,4,2,3,3,4000,1683,0,681,0,51,80,6495
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Vila Mariana,115,2,2,1,20,5500,1427,0,209,0,70,110,7316
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,115,2,1,1,9,3380,1518,0,0,0,43,,4941
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Higienópolis,130,3,1,1,3,3901,800,0,0,0,50,,4751
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Higienópolis,100,3,1,2,5,6000,1400,0,486,0,77,,7963
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,147,2,0,1,8,3200,1400,0,314,0,41,,4955
Aceita pet,Sem mobília,Não próx.,Apartamento,Mooca,198,3,1,2,12,4100,1200,0,97,0,52,82,5531
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,200,2,1,1,7,3104,1850,0,292,0,40,,5286
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Higienópolis,170,3,1,2,4,5100,1380,0,429,0,65,,6974
Não aceita,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,27,1,1,0,18,3100,807,0,203,0,40,,4150
Não aceita,Sem mobília,Metrô próx.,Apartamento,Higienópolis,164,3,0,2,17,5400,1400,0,472,0,69,,7341
Não aceita,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,104,2,1,0,1,4500,2000,0,41,0,58,,6599
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Aclimação,66,2,0,1,20,5500,1136,0,113,0,70,110,6929
Não aceita,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,107,2,2,2,2,11000,1800,0,417,0,140,,13360
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Paraíso,110,3,1,2,14,11200,1540,0,247,0,142,224,13350
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,320,4,4,4,4,10000,5400,0,175,0,127,,15700
Não aceita,Sem mobília,Metrô próx.,Apartamento,Higienópolis,110,3,1,2,2,3800,2300,0,875,0,49,,7024
Não aceita,Sem mobília,Metrô próx.,Apartamento,Higienópolis,302,4,4,4,6,15000,4733,0,1791,0,191,,21720
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,280,3,1,2,3,8000,3350,0,662,0,102,,12110
Não aceita,Sem mobília,Metrô próx.,Apartamento,Consolação,345,2,0,2,4,12000,3655,0,783,0,153,,16590
Não aceita,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,380,3,3,1,10,15000,3000,0,267,0,191,,18460
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bom Retiro,60,2,0,0,1,1851,203,0,130,0,9,,2193
Não aceita,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,66,1,0,0,1,2400,590,0,,1,31,,3021
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Mooca,70,2,1,1,2,3250,497,0,129,0,42,65,3983
Não aceita,Sem mobília,Metrô próx.,Apartamento,Aclimação,64,2,0,1,1,3098,650,0,95,0,12,62,3917
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,61,3,0,1,4,1500,1412,0,108,0,11,,3031
Não aceita,Mobiliado,Metrô próx.,Studio,Brás,16,1,1,0,2,500,340,0,0,0,7,10,857
Não aceita,Sem mobília,Metrô próx.,Apartamento,Aclimação,45,1,0,1,4,1450,389,0,29,0,19,29,1916
Aceita pet,Sem mobília,Metrô próx.,Studio,Bom Retiro,30,1,0,1,3,890,360,0,44,0,12,,1306
Não aceita,Mobiliado,Metrô próx.,Studio,Bom Retiro,44,1,0,1,10,1300,840,0,120,0,17,,2277
Aceita pet,Sem mobília,Metrô próx.,Studio,Bom Retiro,38,1,0,1,6,1161,448,0,0,0,15,,1624
