Pet,Furniture,Subway,house_type,district,area,bedroom,suite,garage,floor,rent,condominium,is_condominium_included,taxes,is_taxes_included,fire_insurance,service,total
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Higienópolis,92,2,0,1,17,4750,957,0,222,0,61,,5990
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Higienópolis,118,3,1,0,2,3800,1120,0,184,0,49,,5153
Não aceita,Mobiliado,Metrô próx.,Apartamento,Bela Vista,59,1,1,1,11,1640,1610,0,19,0,21,33,3323
Não aceita,Mobiliado,Metrô próx.,Apartamento,Bela Vista,54,1,1,1,20,3000,1447,0,305,0,39,60,4851
Não aceita,Mobiliado,Metrô próx.,Apartamento,Bela Vista,58,1,0,1,10,2300,1400,0,250,0,30,46,4026
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Higienópolis,125,3,1,0,6,5000,1300,0,209,0,64,,6573
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,140,3,1,2,10,5900,1650,0,292,0,75,118,8035
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Consolação,132,3,1,2,6,3690,1750,0,313,0,47,,5800
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,150,3,1,2,6,4200,1260,0,429,0,54,84,6027
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,220,3,0,1,2,5000,1470,0,309,0,64,100,6943
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Higienópolis,140,3,1,2,2,5670,1700,0,415,0,72,,7857
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Higienópolis,118,3,0,1,4,6000,1800,0,22,0,77,,7899
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Aclimação,95,3,1,2,5,3000,2000,0,50,0,39,60,5149
Não aceita,Mobiliado,Metrô próx.,Apartamento,Consolação,38,1,0,1,5,3400,1450,0,0,0,44,,4894
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Higienópolis,465,4,1,4,3,4800,4177,0,1356,0,61,,10390
Não aceita,Mobiliado,Metrô próx.,Apartamento,Bela Vista,33,1,0,1,24,4800,1430,0,18,0,61,96,6405
Não aceita,Sem mobília,Metrô próx.,Apartamento,Higienópolis,170,3,1,2,10,5500,2100,0,434,0,70,,8104
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Consolação,140,3,2,2,11,12000,1750,0,615,0,153,,14520
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Aclimação,270,4,4,3,19,8000,2500,0,1500,0,102,160,12260
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Higienópolis,443,5,1,4,3,7000,4172,0,1417,0,89,,12680
Não aceita,Sem mobília,Metrô próx.,Apartamento,Aclimação,390,3,1,4,10,9000,2710,0,2682,0,115,180,14690
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Aclimação,241,4,3,3,3,5525,2998,0,961,0,71,111,9666
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Aclimação,230,4,2,3,2,7000,3200,0,1209,0,89,140,11640
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,180,3,2,1,9,7000,2090,0,444,0,89,140,9763
Não aceita,Mobiliado,Metrô próx.,Apartamento,Consolação,550,4,3,3,12,14000,3600,0,1800,0,178,,19580
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Higienópolis,280,4,2,1,1,8708,3000,0,292,0,111,,12110
Não aceita,Mobiliado,Metrô próx.,Apartamento,Bela Vista,300,2,2,2,8,5120,3000,0,500,0,65,102,8787
Aceita pet,Sem mobília,Não próx.,Apartamento,Higienópolis,330,4,1,2,9,8000,4600,0,1084,0,102,,13790
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,190,3,1,1,6,6800,3040,0,56,0,87,136,10120
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Higienópolis,254,4,1,3,11,4850,3201,0,909,0,62,,9022
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Higienópolis,330,3,3,3,15,12750,3400,0,2500,0,162,,18810
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Perdizes,100,3,1,1,2,3213,1230,0,335,0,41,,4819
Aceita pet,Sem mobília,Não próx.,Apartamento,Cambuci,70,3,0,1,7,1900,609,0,0,0,25,38,2572
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,38,1,0,0,4,1846,458,0,0,0,24,,2328
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Bela Vista,45,1,0,1,10,2121,380,0,4,0,27,42,2574
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Santa Cecília,40,1,0,1,8,1824,800,0,0,0,24,,2648
Não aceita,Sem mobília,Metrô próx.,Apartamento,Consolação,29,1,1,1,6,1680,440,0,83,0,22,,2225
Não aceita,Sem mobília,Metrô próx.,Apartamento,Brás,90,2,0,0,2,1800,180,0,375,0,23,36,2414
Não aceita,Sem mobília,Metrô próx.,Apartamento,Brás,90,2,0,0,3,1800,180,0,375,0,23,36,2414
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bom Retiro,30,1,1,0,3,1400,180,0,30,0,18,,1628
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bom Retiro,30,1,1,0,4,1400,180,0,30,0,18,,1628
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Santa Cecília,45,1,0,1,8,2900,398,0,113,0,37,,3448
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bom Retiro,35,1,1,0,,1500,215,0,35,0,20,,1770
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bom Retiro,35,1,0,0,1,1500,215,0,35,0,20,,1770
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bom Retiro,35,1,0,0,2,1500,215,0,35,0,20,,1770
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bom Retiro,35,1,0,0,,1500,215,0,35,0,20,,1770
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bom Retiro,26,1,0,0,1,1300,154,0,26,0,17,,1497
Não aceita,Sem mobília,Metrô próx.,Studio,Consolação,40,1,0,1,8,1400,460,0,559,0,18,,2437
Não aceita,Sem mobília,Metrô próx.,Studio,Mooca,16,1,0,0,1,1100,0,0,59,0,14,22,1195
Aceita pet,Sem mobília,Metrô próx.,Studio,Santa Cecília,35,1,0,0,5,1920,512,0,80,0,25,,2537
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Cambuci,28,1,0,0,2,1050,200,0,100,0,14,21,1385
Não aceita,Sem mobília,Não próx.,Apartamento,Liberdade,90,2,1,1,3,1860,700,0,25,0,24,37,2646
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Santa Cecília,55,1,0,1,5,1360,710,0,30,0,18,,2118
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Bela Vista,45,1,0,1,2,2000,840,0,117,0,26,40,3023
Não aceita,Mobiliado,Metrô próx.,Apartamento,Consolação,50,2,0,1,6,3000,875,0,40,0,39,,3954
Não aceita,Mobiliado,Metrô próx.,Studio,Aclimação,37,1,1,1,1,2600,604,0,252,0,33,52,3541
Aceita pet,Sem mobília,Metrô próx.,Studio,Aclimação,39,1,0,1,2,2569,600,0,138,0,33,51,3391
Não aceita,Mobiliado,Metrô próx.,Apartamento,Aclimação,45,1,1,1,3,2530,875,0,111,0,33,51,3600
Não aceita,Mobiliado,Metrô próx.,Apartamento,Santa Cecília,35,1,0,0,3,1990,500,0,125,0,26,,2641
Não aceita,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,30,1,0,0,7,1552,310,0,0,0,20,,1882
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Bela Vista,43,1,0,0,11,1800,460,0,0,0,23,36,2319
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Bela Vista,30,1,0,1,7,1400,1200,0,55,0,18,28,2701
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Cambuci,56,2,1,0,14,1800,400,0,125,0,23,36,2384
Não aceita,Sem mobília,Metrô próx.,Apartamento,Bela Vista,50,1,0,1,3,2900,950,0,305,0,37,58,4250
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Consolação,56,2,1,2,13,3200,775,0,122,0,41,,4138
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Consolação,60,2,1,1,10,3000,750,0,100,0,39,,3889
Não aceita,Mobiliado,Metrô próx.,Apartamento,Aclimação,70,2,1,1,17,3500,580,0,300,0,45,70,4495
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Consolação,62,2,1,1,12,4521,700,0,0,0,58,,5279
Não aceita,Mobiliado,Metrô próx.,Apartamento,Bela Vista,117,2,1,1,11,6200,630,0,150,0,79,124,7183
Não aceita,Mobiliado,Metrô próx.,Apartamento,Consolação,37,1,0,1,5,2970,521,0,17,0,38,,3546
Aceita pet,Sem mobília,Não próx.,Apartamento,Cambuci,85,2,0,0,7,2200,570,0,0,0,28,44,2842
Não aceita,Mobiliado,Não próx.,Apartamento,Higienópolis,30,1,1,1,7,1950,1961,0,256,0,25,,4192
Não aceita,Sem mobília,Metrô próx.,Apartamento,Consolação,76,1,0,1,3,1685,837,0,250,0,22,,2794
Não aceita,Mobiliado,Metrô próx.,Apartamento,Consolação,48,1,0,1,23,3296,800,0,217,0,42,,4355
Não aceita,Mobiliado,Metrô próx.,Apartamento,Consolação,62,1,0,0,6,2600,900,0,0,0,33,,3533
Não aceita,Sem mobília,Metrô próx.,Apartamento,Bom Retiro,160,4,0,0,1,2500,1100,0,70,0,32,,3702
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,100,2,0,0,10,2870,665,0,0,0,37,,3572
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Consolação,161,3,0,0,1,5000,400,0,125,0,64,,5589
Não aceita,Mobiliado,Metrô próx.,Apartamento,Bela Vista,48,1,1,1,22,1822,1373,0,365,0,24,36,3620
Não aceita,Mobiliado,Metrô próx.,Studio,Bela Vista,33,1,0,1,9,1800,1520,0,192,0,23,36,3571
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bom Retiro,172,3,1,0,1,3200,725,0,0,0,41,,3966
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Consolação,52,1,1,1,8,7450,,1,0,0,95,,7545
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Higienópolis,92,2,0,1,17,4750,957,0,222,0,61,,5990
Aceita pet,Mobiliado,Metrô próx.,Studio,Consolação,22,1,0,1,6,2650,525,0,10,0,34,,3219
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bom Retiro,115,2,0,0,5,2200,1500,0,67,0,28,,3795
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Higienópolis,118,3,1,0,2,3800,1120,0,184,0,49,,5153
Não aceita,Mobiliado,Metrô próx.,Apartamento,Bela Vista,59,1,1,1,11,1640,1610,0,19,0,21,33,3323
Não aceita,Mobiliado,Metrô próx.,Apartamento,Bela Vista,54,1,1,1,20,3000,1447,0,305,0,39,60,4851
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Perdizes,100,3,1,1,2,3213,1230,0,335,0,41,,4819
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Consolação,108,3,1,1,5,3500,1700,0,92,0,45,,5337
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,140,3,1,2,10,5900,1650,0,292,0,75,118,8035
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Consolação,94,1,1,1,15,4100,1183,0,232,0,52,,5567
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,150,3,1,2,6,4200,1260,0,429,0,54,84,6027
Não aceita,Mobiliado,Metrô próx.,Apartamento,Consolação,38,1,0,1,5,3400,1450,0,0,0,44,,4894
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,180,3,1,1,23,7000,1850,0,299,0,89,140,9378
Não aceita,Sem mobília,Metrô próx.,Apartamento,Higienópolis,170,3,1,2,10,5500,2100,0,434,0,70,,8104
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,248,3,1,1,6,6000,2500,0,484,0,77,120,9181
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Higienópolis,142,3,1,2,6,5450,2134,0,572,0,70,,8226
Não aceita,Mobiliado,Metrô próx.,Apartamento,Higienópolis,290,4,1,2,1,7150,2890,0,862,0,91,,10990
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Higienópolis,300,4,1,3,18,8900,3500,0,834,0,113,,13350
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,300,4,1,0,5,15000,6000,0,834,0,191,300,22330
Aceita pet,Sem mobília,Não próx.,Apartamento,Cambuci,95,2,0,1,1,1825,700,0,,1,20,37,2582
Aceita pet,Sem mobília,Metrô próx.,Studio,Santa Cecília,40,1,0,0,2,1483,235,0,20,0,10,,1748
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Consolação,36,1,0,1,11,1800,650,0,16,0,13,,2479
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,96,2,0,0,4,5100,685,0,109,0,65,102,6061
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Mooca,120,4,2,0,17,7000,830,0,275,0,89,140,8334
Não aceita,Mobiliado,Metrô próx.,Apartamento,Santa Cecília,50,2,0,1,12,2350,1126,0,54,0,18,,3548
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,140,2,1,1,10,5232,2400,0,541,0,67,,8240
Aceita pet,Sem mobília,Metrô próx.,Casa,Brás,150,2,0,0,,1500,143,0,120,0,25,30,1818
Aceita pet,Mobiliado,Metrô próx.,Studio,Santa Cecília,34,1,0,0,2,1514,0,0,0,0,20,,1534
Aceita pet,Sem mobília,Metrô próx.,Casa,Vila Mariana,80,2,0,0,,2500,0,0,0,0,42,50,2592
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bom Retiro,40,1,0,1,12,1700,500,0,5,0,22,,2227
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,48,1,0,0,8,1500,0,0,0,0,20,30,1550
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,60,1,0,0,4,1600,,1,0,0,21,,1621
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Consolação,45,1,0,1,12,2350,730,0,98,0,30,,3208
Não aceita,Sem mobília,Metrô próx.,Apartamento,Bom Retiro,28,1,0,1,6,1190,402,0,75,0,16,,1683
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Santa Cecília,40,1,0,0,,2700,,1,0,0,35,,2735
Aceita pet,Mobiliado,Metrô próx.,Studio,Centro,30,1,0,1,10,1500,446,0,9,0,20,30,2005
Aceita pet,Sem mobília,Metrô próx.,Studio,Cambuci,28,1,0,0,2,1010,200,0,100,0,13,20,1343
Não aceita,Sem mobília,Metrô próx.,Apartamento,Bela Vista,39,1,0,1,4,2200,550,0,0,0,28,44,2822
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Consolação,40,1,0,0,12,2050,254,0,40,0,26,,2370
Não aceita,Mobiliado,Metrô próx.,Apartamento,Bela Vista,70,1,1,0,5,2500,460,0,0,0,32,50,3042
Aceita pet,Sem mobília,Metrô próx.,Studio,Cambuci,40,1,1,0,2,1192,230,0,110,0,16,24,1572
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Consolação,35,1,1,1,4,1975,658,0,128,0,26,,2787
Aceita pet,Sem mobília,Não próx.,Apartamento,Bom Retiro,34,1,1,0,15,1560,280,0,0,0,20,,1860
Não aceita,Sem mobília,Metrô próx.,Apartamento,Liberdade,50,1,0,0,19,1077,350,0,0,0,14,22,1463
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,60,1,0,0,11,1290,600,0,0,0,17,26,1933
Não aceita,Sem mobília,Não próx.,Apartamento,Bom Retiro,33,1,1,0,18,1550,261,0,0,0,20,,1831
Aceita pet,Sem mobília,Não próx.,Apartamento,Bom Retiro,33,1,0,0,11,1700,275,0,0,0,22,,1997
Aceita pet,Sem mobília,Não próx.,Apartamento,Cambuci,86,2,0,0,1,1595,260,0,0,0,21,32,1908
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Bela Vista,45,1,0,1,3,2150,834,0,141,0,28,43,3196
Não aceita,Sem mobília,Não próx.,Apartamento,Paraíso,42,2,0,1,8,1700,934,0,254,0,22,34,2944
Aceita pet,Sem mobília,Metrô próx.,Studio,Santa Cecília,32,1,1,1,4,2130,740,0,2,0,27,,2899
Aceita pet,Sem mobília,Não próx.,Apartamento,Liberdade,25,1,0,0,2,1000,120,0,0,0,13,20,1153
Não aceita,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,50,1,0,0,3,1200,467,0,129,0,16,,1812
Não aceita,Sem mobília,Metrô próx.,Casa,Pacaembu,150,8,0,0,,7500,0,0,867,0,125,,8492
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Consolação,68,2,0,0,1,2200,265,0,9,0,28,,2502
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Consolação,49,1,0,1,17,2013,864,0,391,0,26,,3294
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,38,1,0,0,1,2000,450,0,0,0,26,,2476
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Bom Retiro,58,2,1,1,6,2150,723,0,163,0,28,,3064
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Aclimação,60,1,1,1,3,2500,880,0,94,0,32,50,3556
Não aceita,Mobiliado,Metrô próx.,Apartamento,Liberdade,30,1,0,0,3,1253,600,0,0,0,16,25,1894
Aceita pet,Sem mobília,Metrô próx.,Studio,Bela Vista,40,1,0,0,2,890,550,0,110,0,12,18,1580
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,80,2,0,0,3,2800,459,0,100,0,36,,3395
Aceita pet,Sem mobília,Não próx.,Apartamento,Cambuci,110,2,0,0,1,2470,400,0,171,0,32,49,3122
Não aceita,Sem mobília,Metrô próx.,Studio,Santa Cecília,30,1,0,0,5,900,400,0,39,0,12,,1351
Não aceita,Sem mobília,Metrô próx.,Apartamento,Bela Vista,38,1,0,0,8,1246,415,0,25,0,16,25,1727
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Vila Mariana,48,2,0,0,5,2310,592,0,58,0,30,46,3036
Aceita pet,Sem mobília,Não próx.,Apartamento,Cambuci,58,2,0,1,13,2100,500,0,58,0,27,42,2727
Aceita pet,Sem mobília,Metrô próx.,Casa,Aclimação,280,6,5,3,,7500,0,0,696,0,125,150,8471
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Consolação,60,2,1,1,15,3550,740,0,96,0,45,,4431
Aceita pet,Sem mobília,Não próx.,Apartamento,Cambuci,34,1,0,0,5,1400,435,0,0,0,18,28,1881
Não aceita,Mobiliado,Metrô próx.,Apartamento,Bela Vista,60,2,0,0,3,2502,480,0,0,0,32,50,3064
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Santa Cecília,62,1,0,0,4,1700,670,0,0,0,22,,2392
Não aceita,Mobiliado,Metrô próx.,Apartamento,Bela Vista,112,3,0,1,7,3500,925,0,48,0,45,70,4588
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Mooca,55,2,1,1,5,1700,650,0,167,0,22,34,2573
Aceita pet,Sem mobília,Metrô próx.,Studio,Consolação,35,1,0,1,11,2500,719,0,120,0,32,,3371
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Higienópolis,70,2,0,1,91,2600,1000,0,0,0,33,,3633
Aceita pet,Sem mobília,Metrô próx.,Studio,Santa Cecília,30,1,0,0,7,985,357,0,28,0,13,,1383
Aceita pet,Sem mobília,Metrô próx.,Studio,Centro,37,1,0,0,9,1000,402,0,13,0,13,20,1448
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Consolação,40,1,0,0,3,1275,953,0,137,0,17,,2382
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Consolação,55,2,1,0,7,2750,955,0,221,0,35,,3961
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,61,2,0,1,8,2700,750,0,0,0,35,54,3539
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,58,2,0,1,6,1800,700,0,50,0,23,,2573
Não aceita,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,37,1,0,1,9,1300,1500,0,333,0,17,,3150
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Consolação,75,2,1,0,2,3390,557,0,0,0,43,,3990
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Higienópolis,48,1,1,1,3,3000,1000,0,214,0,39,,4253
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Consolação,58,1,1,0,14,3500,650,0,167,0,45,,4362
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Mooca,69,3,0,1,19,1900,860,0,15,0,25,38,2838
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Consolação,95,3,0,0,,3210,1054,0,300,0,41,,4605
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Barra Funda,90,3,1,1,5,3300,1000,0,0,0,42,,4342
Não aceita,Mobiliado,Não próx.,Apartamento,Perdizes,75,1,1,1,13,4900,800,0,0,0,63,,5763
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,112,3,0,0,10,3000,705,0,1,0,39,,3745
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Paraíso,130,3,1,1,9,3460,1270,0,155,0,44,69,4998
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Aclimação,105,3,1,3,1,4610,1450,0,392,0,59,92,6603
Aceita pet,Mobiliado,Não próx.,Apartamento,Jardim Paulista,72,1,0,1,9,3300,1230,0,121,0,42,,4693
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Consolação,215,3,0,0,4,3500,1054,0,229,0,45,,4828
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Aclimação,98,3,1,2,8,3600,1450,0,375,0,46,72,5543
Não aceita,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,28,1,1,1,7,3630,1000,0,84,0,46,,4760
Não aceita,Mobiliado,Não próx.,Apartamento,Perdizes,38,1,0,0,2,1800,1250,0,242,0,23,,3315
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,127,3,0,1,13,2700,1650,0,195,0,35,,4580
Não aceita,Mobiliado,Metrô próx.,Apartamento,Higienópolis,134,3,1,1,2,2856,2002,0,375,0,37,,5270
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Jardim Paulista,35,1,0,0,10,3200,853,0,168,0,41,,4262
Aceita pet,Mobiliado,Metrô próx.,Studio,Consolação,35,1,1,0,4,1303,1280,0,300,0,17,,2900
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Higienópolis,195,2,1,1,10,6000,1500,0,334,0,77,,7911
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Bela Vista,198,4,0,1,10,5900,1506,0,425,0,75,118,8024
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Bela Vista,220,2,1,2,4,5000,2266,0,442,0,64,100,7872
Não aceita,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,55,2,1,2,23,6200,1850,0,0,0,79,,8129
Não aceita,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,310,2,2,3,11,8000,2300,0,764,0,102,,11170
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Aclimação,150,4,3,2,9,3530,3070,0,959,0,45,71,7675
Aceita pet,Mobiliado,Não próx.,Apartamento,Perdizes,170,3,3,3,1,5000,3500,0,1250,0,64,,9814
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,190,2,2,2,3,5000,3180,0,986,0,64,,9230
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Bela Vista,190,3,1,1,6,8000,3040,0,556,0,102,160,11860
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Paraíso,97,2,1,1,3,3020,900,0,202,0,12,60,4194
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Santa Cecília,60,2,0,1,18,2882,925,0,60,0,37,,3904
Não aceita,Mobiliado,Metrô próx.,Apartamento,Jardim Paulista,72,2,0,1,2,3445,2053,0,325,0,44,,5867
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Jardim Paulista,65,1,1,1,12,3880,2004,0,381,0,29,,6294
Não aceita,Sem mobília,Não próx.,Casa,Cambuci,34,1,0,0,1,839,0,0,34,0,14,17,904
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Mooca,40,1,0,1,25,1700,390,0,90,0,22,34,2236
Não aceita,Sem mobília,Metrô próx.,Studio,Santa Cecília,35,1,0,0,3,1500,0,0,31,0,20,,1551
Aceita pet,Sem mobília,Metrô próx.,Studio,Paraíso,40,1,0,0,,1750,0,0,430,0,23,35,2238
Aceita pet,Sem mobília,Metrô próx.,Casa,Aclimação,40,1,1,0,,1705,,1,116,0,29,34,1884
Aceita pet,Sem mobília,Metrô próx.,Studio,Bom Retiro,16,1,1,0,2,1100,80,0,50,0,14,,1244
Aceita pet,Sem mobília,Não próx.,Apartamento,Cambuci,42,1,0,1,2,1300,390,0,22,0,17,26,1755
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Santa Cecília,62,2,1,1,12,2500,700,0,142,0,32,,3374
Não aceita,Sem mobília,Metrô próx.,Studio,Mooca,16,1,0,0,1,850,0,0,30,0,11,17,908
Aceita pet,Sem mobília,Não próx.,Casa,Aclimação,290,4,4,4,,6000,0,0,584,0,100,120,6804
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bom Retiro,26,1,1,0,1,1300,154,0,26,0,17,,1497
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bom Retiro,26,1,0,0,2,1300,154,0,26,0,17,,1497
Aceita pet,Mobiliado,Não próx.,Apartamento,Cambuci,46,1,1,0,9,2100,450,0,0,0,27,42,2619
Aceita pet,Sem mobília,Metrô próx.,Studio,Mooca,26,1,0,0,1,1250,50,0,0,0,16,25,1341
Aceita pet,Sem mobília,Metrô próx.,Studio,Mooca,26,1,0,0,2,1250,50,0,0,0,16,25,1341
Aceita pet,Sem mobília,Metrô próx.,Studio,Santa Cecília,45,1,0,1,5,1611,508,0,0,0,21,,2140
Aceita pet,Sem mobília,Metrô próx.,Studio,Cambuci,32,1,0,0,2,1144,200,0,100,0,15,23,1482
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Consolação,50,1,0,1,14,1800,530,0,149,0,23,,2502
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Mooca,67,2,1,2,15,2500,450,0,5,0,32,50,3037
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Consolação,53,1,0,0,1,1650,333,0,73,0,21,,2077
Aceita pet,Sem mobília,Metrô próx.,Casa,Aclimação,230,3,0,2,,4500,0,0,243,0,75,90,4908
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Santa Cecília,42,1,0,0,2,1750,280,0,55,0,23,,2108
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Consolação,39,1,0,1,12,2800,530,0,117,0,36,,3483
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Centro,33,1,0,0,10,1350,250,0,30,0,18,27,1675
Aceita pet,Sem mobília,Metrô próx.,Studio,Consolação,50,1,0,0,8,1248,308,0,0,0,16,,1572
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,40,1,0,1,6,1580,800,0,0,0,21,32,2433
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bom Retiro,35,1,1,0,10,1090,350,0,24,0,14,,1478
Não aceita,Mobiliado,Metrô próx.,Studio,Bela Vista,28,1,1,1,6,1320,600,0,42,0,17,26,2005
Não aceita,Mobiliado,Metrô próx.,Apartamento,Centro,47,1,0,0,11,2250,350,0,5,0,29,45,2679
