Title,Address,Area,Bedroom,Garage,Floor,Pet,Furniture,Subway,Rent,Condominium,Taxes,Fire Insurance,Services,Total,Text
"Apartamento para alugar com 2 quartos, 65m²","Rua Visconde de Ouro Preto, Consolação, São Paulo",,,,,,,,,,,,,,"Visualizado
Apartamento selecionado
Rua Visconde de Ouro Preto
Consolação, São Paulo
65 m² 2 quartos
Aluguel R$ 3.000
Total R$ 3.792"
"Apartamento para alugar com 1 quarto, 41m²","Rua Artur Prado, Bela Vista, São Paulo",41 m²,"1 quarto
(1 suíte)",1 vaga,11º andar,Aceita pet,Mobiliado,Metrô próx.,"Aluguel
R$ 3.560","Condomínio
R$ 610","IPTU
R$ 129","Seguro incêndio
R$ 46","Taxa de serviço
R$ 71","Total
R$ 4.416","Visualizado
Apartamento
Rua Artur Prado
Bela Vista, São Paulo
41 m² 1 quarto
Aluguel R$ 3.560
Total R$ 4.345"
"Apartamento para alugar com 3 quartos, 125m²","Rua Artur Prado, Bela Vista, São Paulo",125 m²,"3 quartos
(1 suíte)",Sem vaga,1º andar,Aceita pet,Sem mobília,Metrô próx.,"Aluguel
R$ 3.113","Condomínio
R$ 1.000","IPTU
R$ 167","Seguro incêndio
R$ 40","Taxa de serviço
R$ 62","Total
R$ 4.382","Visualizado
Apartamento
Rua Artur Prado
Bela Vista, São Paulo
125 m² 3 quartos
Aluguel R$ 3.113
Total R$ 4.320"
"Studio para alugar com 1 quarto, 27m²","Rua Bela Cintra, Consolação, São Paulo",27 m²,1 quarto,1 vaga,8º andar,Não aceita,Sem mobília,Metrô próx.,"Aluguel
R$ 2.200","Condomínio
R$ 598","IPTU
R$ 0","Seguro incêndio
R$ 28",,"Total
R$ 2.826","Visualizado
Studio e kitnet
Rua Bela Cintra
Consolação, São Paulo
27 m² 1 quarto
Aluguel R$ 2.200
Total R$ 2.826"
"Studio para alugar com 1 quarto, 26m²","Rua Augusta, Consolação, São Paulo",26 m²,1 quarto,Sem vaga,1º andar,Aceita pet,Sem mobília,Metrô próx.,"Aluguel
R$ 2.663","Condomínio
R$ 375","IPTU
R$ 67","Seguro incêndio
R$ 34",,"Total
R$ 3.139","Visualizado
Studio e kitnet
Rua Augusta
Consolação, São Paulo
26 m² 1 quarto
Aluguel R$ 2.663
Total R$ 3.139"
"Apartamento para alugar com 1 quarto, 50m²","Rua Topázio, Vila Mariana, São Paulo",,,,,,,,,,,,,,"Anúncio novo
Apartamento selecionado
Rua Topázio
Vila Mariana, São Paulo
50 m² 1 quarto
Aluguel R$ 4.400
Total R$ 5.395"
"Apartamento para alugar com 3 quartos, 172m²","Rua Martiniano de Carvalho, Bela Vista, São Paulo",172 m²,"3 quartos
(1 suíte)",1 vaga,8º andar,Aceita pet,Sem mobília,Metrô próx.,"Aluguel
R$ 4.000","Condomínio
R$ 1.500","IPTU
R$ 100","Seguro incêndio
R$ 16","Taxa de serviço
R$ 80","Total
R$ 5.696","Visualizado
Apartamento
Rua Martiniano de Carvalho
Bela Vista, São Paulo
172 m² 3 quartos
Aluguel R$ 4.000
Total R$ 5.616"
"Apartamento para alugar com 1 quarto, 37m²","Avenida Brigadeiro Luís Antônio, Jardim Paulista, São Paulo",37 m²,1 quarto,1 vaga,12º andar,Não aceita,Sem mobília,Metrô próx.,"Aluguel
R$ 3.200","Condomínio
R$ 1.353","IPTU
R$ 182","Seguro incêndio
R$ 41",,"Total
R$ 4.776","Visualizado
Apartamento
Avenida Brigadeiro Luís Antônio
Jardim Paulista, São Paulo
37 m² 1 quarto
Aluguel R$ 3.200
Total R$ 4.776"
"Apartamento para alugar com 3 quartos, 160m²","Rua Manuel da Nóbrega, Paraíso, São Paulo",160 m²,"3 quartos
(1 suíte)",2 vagas,9º andar,Aceita pet,Mobiliado,Metrô próx.,"Aluguel
R$ 9.700","Condomínio
R$ 2.040","IPTU
R$ 497","Seguro incêndio
R$ 123","Taxa de serviço
R$ 194","Total
R$ 12.550","Visualizado
Apartamento
Exclusivo
Rua Manuel da Nóbrega
Paraíso, São Paulo
160 m² 3 quartos
Aluguel R$ 9.700
Total R$ 12.360"
"Apartamento para alugar com 4 quartos, 360m²","Rua Doutor Rafael de Barros, Paraíso, São Paulo",360 m²,"4 quartos
(4 suítes)",5 vagas,7º andar,Aceita pet,Mobiliado,Metrô próx.,"Aluguel
R$ 14.110","Condomínio
R$ 4.990","IPTU
R$ 1.500","Seguro incêndio
R$ 179","Taxa de serviço
R$ 282","Total
R$ 21.060","Visualizado
Apartamento
Rua Doutor Rafael de Barros
Paraíso, São Paulo
360 m² 4 quartos
Aluguel R$ 14.110
Total R$ 20.780"
"Apartamento para alugar com 3 quartos, 200m²","Rua Sergipe, Higienópolis, São Paulo",200 m²,"3 quartos
(1 suíte)",4 vagas,1º andar,Aceita pet,Sem mobília,Metrô próx.,"Aluguel
R$ 7.500","Condomínio
R$ 3.100","IPTU
R$ 850","Seguro incêndio
R$ 96",,"Total
R$ 11.550","Visualizado
Apartamento
Rua Sergipe
Higienópolis, São Paulo
200 m² 3 quartos
Aluguel R$ 7.500
Total R$ 11.550"
"Apartamento para alugar com 3 quartos, 300m²","Alameda Joaquim Eugênio de Lima, Bela Vista, São Paulo",300 m²,"3 quartos
(3 suítes)",1 vaga,11º andar,Aceita pet,Sem mobília,Metrô próx.,"Aluguel
R$ 13.000","Condomínio
R$ 5.000","IPTU
R$ 750","Seguro incêndio
R$ 165","Taxa de serviço
R$ 260","Total
R$ 19.180","Visualizado
Apartamento
Alameda Joaquim Eugênio de Lima
Bela Vista, São Paulo
300 m² 3 quartos
Aluguel R$ 13.000
Total R$ 18.920"
"Apartamento para alugar com 1 quarto, 42m²","Avenida Nove de Julho, Consolação, São Paulo",42 m²,1 quarto,Sem vaga,1º andar,Aceita pet,Mobiliado,Metrô próx.,"Aluguel
R$ 1.758","Condomínio
R$ 296","IPTU
R$ 0","Seguro incêndio
R$ 12",,"Total
R$ 2.066","Visualizado
Apartamento
Avenida Nove de Julho
Consolação, São Paulo
42 m² 1 quarto
Aluguel R$ 1.758
Total R$ 2.066"
"Apartamento para alugar com 3 quartos, 111m²","Avenida São João, Santa Cecília, São Paulo",111 m²,3 quartos,Sem vaga,10º andar,Não aceita,Sem mobília,Metrô próx.,"Aluguel
R$ 2.800","Condomínio
R$ 704","IPTU
R$ 0","Seguro incêndio
R$ 36",,"Total
R$ 3.540","Visualizado
Apartamento
Avenida São João
Santa Cecília, São Paulo
111 m² 3 quartos
Aluguel R$ 2.800
Total R$ 3.540"
"Apartamento para alugar com 3 quartos, 115m²","Rua Artur Prado, Bela Vista, São Paulo",,,,,,,,,,,,,,"Visualizado
Apartamento selecionado
Rua Artur Prado
Bela Vista, São Paulo
115 m² 3 quartos
Aluguel R$ 3.000
Total R$ 5.156"
"Apartamento para alugar com 1 quarto, 99m²","Largo do Arouche, Santa Cecília, São Paulo",99 m²,1 quarto,Sem vaga,4º andar,Aceita pet,Sem mobília,Metrô próx.,"Aluguel
R$ 2.800","Condomínio
R$ 459","IPTU
R$ 100","Seguro incêndio
R$ 36",,"Total
R$ 3.395","Visualizado
Apartamento
Largo do Arouche
Santa Cecília, São Paulo
99 m² 1 quarto
Aluguel R$ 2.800
Total R$ 3.395"
"Apartamento para alugar com 1 quarto, 32m²","Avenida Vieira de Carvalho, Santa Cecília, São Paulo",32 m²,1 quarto,Sem vaga,6º andar,Aceita pet,Sem mobília,Metrô próx.,"Aluguel
R$ 1.000","Condomínio
R$ 620","IPTU
R$ 0","Seguro incêndio
R$ 13",,"Total
R$ 1.633","Visualizado
Apartamento
Avenida Vieira de Carvalho
Santa Cecília, São Paulo
32 m² 1 quarto
Aluguel R$ 1.000
Total R$ 1.633"
"Studio para alugar com 1 quarto, 31m²","Rua da Consolação, Consolação, São Paulo",31 m²,1 quarto,Sem vaga,8º andar,Aceita pet,Mobiliado,Metrô próx.,"Aluguel
R$ 1.649","Condomínio
R$ 451","IPTU
R$ 0","Seguro incêndio
R$ 21",,"Total
R$ 2.121","Visualizado
Studio e kitnet
Rua da Consolação
Consolação, São Paulo
31 m² 1 quarto
Aluguel R$ 1.649
Total R$ 2.121"
"Apartamento para alugar com 2 quartos, 70m²","Av. Nove de Julho - Bela Vista, São Paulo - Sp, Brasil, Bela Vista, São Paulo",70 m²,"2 quartos
(1 suíte)",Sem vaga,1º andar,Aceita pet,Sem mobília,Metrô próx.,"Aluguel
R$ 1.700","Condomínio
R$ 520","IPTU
R$ 0","Seguro incêndio
R$ 22","Taxa de serviço
R$ 34","Total
R$ 2.276","Visualizado
Apartamento
Av. Nove de Julho - Bela Vista, São Paulo - Sp, Brasil
Bela Vista, São Paulo
70 m² 2 quartos
Aluguel R$ 1.700
Total R$ 2.242"
"Apartamento para alugar com 2 quartos, 70m²","Av. Nove de Julho - Bela Vista, São Paulo - Sp, Brasil, Bela Vista, São Paulo",70 m²,"2 quartos
(1 suíte)",Sem vaga,1º andar,Aceita pet,Sem mobília,Metrô próx.,"Aluguel
R$ 1.700","Condomínio
R$ 520","IPTU
R$ 0","Seguro incêndio
R$ 22","Taxa de serviço
R$ 34","Total
R$ 2.276","Visualizado
Apartamento
Av. Nove de Julho - Bela Vista, São Paulo - Sp, Brasil
Bela Vista, São Paulo
70 m² 2 quartos
Aluguel R$ 1.700
Total R$ 2.242"
"Studio para alugar com 1 quarto, 34m²","Rua Maria Antônia, Higienópolis, São Paulo",34 m²,1 quarto,Sem vaga,12º andar,Não aceita,Sem mobília,Metrô próx.,"Aluguel
R$ 1.200","Condomínio
R$ 383","IPTU
R$ 0","Seguro incêndio
R$ 16",,"Total
R$ 1.599","Visualizado
Studio e kitnet
Rua Maria Antônia
Higienópolis, São Paulo
34 m² 1 quarto
Aluguel R$ 1.200
Total R$ 1.599"
"Apartamento para alugar com 1 quarto, 49m²","Rua Bela Cintra, Consolação, São Paulo",,,,,,,,,,,,,,"Apartamento selecionado
Rua Bela Cintra
Consolação, São Paulo
49 m² 1 quarto
Aluguel R$ 2.700
Total R$ 3.830"
"Apartamento para alugar com 1 quarto, 97m²","Avenida Brigadeiro Luís Antônio, Bela Vista, São Paulo",97 m²,"1 quarto
(1 suíte)",1 vaga,3º andar,Aceita pet,Mobiliado,Metrô próx.,"Aluguel
R$ 2.500","Condomínio
R$ 590","IPTU
R$ 144","Seguro incêndio
R$ 32","Taxa de serviço
R$ 50","Total
R$ 3.316","Visualizado
Apartamento
Avenida Brigadeiro Luís Antônio
Bela Vista, São Paulo
97 m² 1 quarto
Aluguel R$ 2.500
Total R$ 3.266"
"Apartamento para alugar com 1 quarto, 75m²","Avenida Angélica, Santa Cecília, São Paulo",,,,,,,,,,,,,,"Visualizado
Apartamento selecionado
Avenida Angélica
Santa Cecília, São Paulo
75 m² 1 quarto
Aluguel R$ 2.695
Total R$ 3.424"
"Studio para alugar com 1 quarto, 25m²","Avenida Brigadeiro Luís Antônio, Bela Vista, São Paulo",25 m²,1 quarto,Sem vaga,7º andar,Não aceita,Sem mobília,Metrô próx.,"Aluguel
R$ 1.502","Condomínio
R$ 360","IPTU
R$ 0","Seguro incêndio
R$ 20","Taxa de serviço
R$ 30","Total
R$ 1.912","Visualizado
Studio e kitnet
Avenida Brigadeiro Luís Antônio
Bela Vista, São Paulo
25 m² 1 quarto
Aluguel R$ 1.502
Total R$ 1.882"
"Apartamento para alugar com 1 quarto, 43m²","Rua Santa Isabel, Santa Cecília, São Paulo",43 m²,1 quarto,1 vaga,14º andar,Aceita pet,Mobiliado,Metrô próx.,"Aluguel
R$ 3.500","Condomínio
R$ 400","IPTU
R$ 100","Seguro incêndio
R$ 45",,"Total
R$ 4.045","Visualizado
Apartamento
Exclusivo
Rua Santa Isabel
Santa Cecília, São Paulo
43 m² 1 quarto
Aluguel R$ 3.500
Total R$ 4.045"
"Apartamento para alugar com 2 quartos, 100m²","Rua Caio Prado, Consolação, São Paulo",100 m²,2 quartos,1 vaga,8º andar,Aceita pet,Sem mobília,Metrô próx.,"Aluguel
R$ 2.900","Condomínio
R$ 935","IPTU
R$ 204","Seguro incêndio
R$ 37",,"Total
R$ 4.076","Visualizado
Apartamento
Exclusivo
Rua Caio Prado
Consolação, São Paulo
100 m² 2 quartos
Aluguel R$ 2.900
Total R$ 4.076"
"Studio para alugar com 1 quarto, 30m²","Praça Marechal Deodoro, Santa Cecília, São Paulo",30 m²,1 quarto,Sem vaga,5º andar,Não aceita,Sem mobília,Metrô próx.,"Aluguel
R$ 900","Condomínio
R$ 400","IPTU
R$ 39","Seguro incêndio
R$ 12",,"Total
R$ 1.351","Visualizado
Studio e kitnet
Exclusivo
Praça Marechal Deodoro
Santa Cecília, São Paulo
30 m² 1 quarto
Aluguel R$ 900
Total R$ 1.351"
"Studio para alugar com 1 quarto, 35m²","Rua Doutor Vila Nova, Santa Cecília, São Paulo",35 m²,1 quarto,Sem vaga,2º andar,Aceita pet,Sem mobília,Metrô próx.,"Aluguel
R$ 1.380","Condomínio
R$ 420","IPTU
R$ 37","Seguro incêndio
R$ 18",,"Total
R$ 1.855","Visualizado
Studio e kitnet
Rua Doutor Vila Nova
Santa Cecília, São Paulo
35 m² 1 quarto
Aluguel R$ 1.380
Total R$ 1.855"
"Apartamento para alugar com 2 quartos, 80m²","Rua Maria Antônia, Higienópolis, São Paulo",80 m²,2 quartos,Sem vaga,6º andar,Aceita pet,Sem mobília,Metrô próx.,"Aluguel
R$ 2.800","Condomínio
R$ 600","IPTU
R$ 0","Seguro incêndio
R$ 36",,"Total
R$ 3.436","Visualizado
Apartamento
Exclusivo
Rua Maria Antônia
Higienópolis, São Paulo
80 m² 2 quartos
Aluguel R$ 2.800
Total R$ 3.436"
"Apartamento para alugar com 3 quartos, 90m²","Praça do Redentor // Esquina Com Pires do Mota, Aclimação, São Paulo",90 m²,"3 quartos
(1 suíte)",1 vaga,3º andar,Não aceita,Sem mobília,Não próx.,"Aluguel
R$ 2.430","Condomínio
R$ 700","IPTU
R$ 25","Seguro incêndio
R$ 31","Taxa de serviço
R$ 49","Total
R$ 3.235","Visualizado
Apartamento
Praça do Redentor // Esquina Com Pires do Mota
Aclimação, São Paulo
90 m² 3 quartos
Aluguel R$ 2.430
Total R$ 3.186"
"Studio para alugar com 1 quarto, 25m²","Rua Avanhandava, Consolação, São Paulo",25 m²,1 quarto,Sem vaga,8º andar,Não aceita,Mobiliado,Metrô próx.,"Aluguel
R$ 1.680","Condomínio
R$ 433","IPTU
R$ 0","Seguro incêndio
R$ 22",,"Total
R$ 2.135","Visualizado
Studio e kitnet
Exclusivo
Rua Avanhandava
Consolação, São Paulo
25 m² 1 quarto
Aluguel R$ 1.680
Total R$ 2.135"
"Studio para alugar com 1 quarto, 28m²","Rua Marquês de Itu, Santa Cecília, São Paulo",28 m²,1 quarto,Sem vaga,7º andar,Aceita pet,Sem mobília,Metrô próx.,"Aluguel
R$ 1.110","Condomínio
R$ 340","IPTU
R$ 0","Seguro incêndio
R$ 15",,"Total
R$ 1.465","Visualizado
Studio e kitnet
Rua Marquês de Itu
Santa Cecília, São Paulo
28 m² 1 quarto
Aluguel R$ 1.110
Total R$ 1.465"
"Apartamento para alugar com 1 quarto, 34m²","Rua Augusta, Consolação, São Paulo",34 m²,"1 quarto
(1 suíte)",1 vaga,10º andar,Aceita pet,Sem mobília,Metrô próx.,"Aluguel
R$ 2.500","Condomínio
R$ 690","IPTU
R$ 130","Seguro incêndio
R$ 32",,"Total
R$ 3.352","Visualizado
Apartamento
Rua Augusta
Consolação, São Paulo
34 m² 1 quarto
Aluguel R$ 2.500
Total R$ 3.352"
"Studio para alugar com 1 quarto, 30m²","Avenida Ipiranga, Consolação, São Paulo",30 m²,1 quarto,Sem vaga,4º andar,Aceita pet,Sem mobília,Metrô próx.,"Aluguel
R$ 1.239","Condomínio
R$ 310","IPTU
R$ 25","Seguro incêndio
R$ 16",,"Total
R$ 1.590","Visualizado
Studio e kitnet
Avenida Ipiranga
Consolação, São Paulo
30 m² 1 quarto
Aluguel R$ 1.239
Total R$ 1.590"
"Studio para alugar com 1 quarto, 30m²","Largo do Arouche, Santa Cecília, São Paulo",30 m²,1 quarto,Sem vaga,3º andar,Aceita pet,Sem mobília,Metrô próx.,"Aluguel
R$ 2.200","Condomínio
R$ 370","IPTU
R$ 0","Seguro incêndio
R$ 28",,"Total
R$ 2.598","Visualizado
Studio e kitnet
Largo do Arouche
Santa Cecília, São Paulo
30 m² 1 quarto
Aluguel R$ 2.200
Total R$ 2.598"
"Apartamento para alugar com 2 quartos, 57m²","Rua Alegria, Mooca, São Paulo",57 m²,2 quartos,Sem vaga,21º andar,Aceita pet,Sem mobília,Metrô próx.,"Aluguel
R$ 2.600","Condomínio
R$ 308","IPTU
R$ 100","Seguro incêndio
R$ 33","Taxa de serviço
R$ 52","Total
R$ 3.093","Visualizado
Apartamento
Exclusivo
Rua Alegria
Mooca, São Paulo
57 m² 2 quartos
Aluguel R$ 2.600
Total R$ 3.041"
"Apartamento para alugar com 2 quartos, 100m²","Rua Santa Branca, Bela Vista, São Paulo",100 m²,2 quartos,1 vaga,16º andar,Aceita pet,Mobiliado,Metrô próx.,"Aluguel
R$ 3.850","Condomínio
Incluso","IPTU
R$ 0","Seguro incêndio
R$ 49","Taxa de serviço
R$ 77","Total
R$ 3.976","Visualizado
Apartamento
Exclusivo
Rua Santa Branca
Bela Vista, São Paulo
100 m² 2 quartos
Aluguel R$ 3.850
Total R$ 3.899"
"Apartamento para alugar com 1 quarto, 30m²","Rua Doutor Cesário Mota Júnior, Santa Cecília, São Paulo",30 m²,1 quarto,Sem vaga,3º andar,Aceita pet,Mobiliado,Metrô próx.,"Aluguel
R$ 1.470","Condomínio
R$ 420","IPTU
R$ 0","Seguro incêndio
R$ 19",,"Total
R$ 1.909","Visualizado
Apartamento
Rua Doutor Cesário Mota Júnior
Santa Cecília, São Paulo
30 m² 1 quarto
Aluguel R$ 1.470
Total R$ 1.909"
"Apartamento para alugar com 2 quartos, 52m²","Rua Doutor Plínio Barreto, Bela Vista, São Paulo",,,,,,,,,,,,,,"Visualizado
Apartamento selecionado
Rua Doutor Plínio Barreto
Bela Vista, São Paulo
52 m² 2 quartos
Aluguel R$ 3.300
Total R$ 4.015"
"Studio para alugar com 1 quarto, 25m²","Largo General Osório, Centro, São Paulo",25 m²,1 quarto,Sem vaga,14º andar,Aceita pet,Sem mobília,Metrô próx.,"Aluguel
R$ 980","Condomínio
R$ 300","IPTU
R$ 0","Seguro incêndio
R$ 13","Taxa de serviço
R$ 20","Total
R$ 1.313","Visualizado
Studio e kitnet
Exclusivo
Largo General Osório
Centro, São Paulo
25 m² 1 quarto
Aluguel R$ 980
Total R$ 1.293"
"Apartamento para alugar com 3 quartos, 80m²","Rua Urano, Aclimação, São Paulo",80 m²,"3 quartos
(1 suíte)",2 vagas,2º andar,Aceita pet,Sem mobília,Metrô próx.,"Aluguel
R$ 3.740","Condomínio
R$ 100","IPTU
R$ 0","Seguro incêndio
R$ 48","Taxa de serviço
R$ 75","Total
R$ 3.963","Visualizado
Apartamento
Rua Urano
Aclimação, São Paulo
80 m² 3 quartos
Aluguel R$ 3.740
Total R$ 3.888"
"Apartamento para alugar com 1 quarto, 30m²","Rua Pires da Mota, Aclimação, São Paulo",30 m²,1 quarto,Sem vaga,12º andar,Aceita pet,Sem mobília,Não próx.,"Aluguel
R$ 1.200","Condomínio
R$ 300","IPTU
R$ 0","Seguro incêndio
R$ 16","Taxa de serviço
R$ 24","Total
R$ 1.540","Visualizado
Apartamento
Exclusivo
Rua Pires da Mota
Aclimação, São Paulo
30 m² 1 quarto
Aluguel R$ 1.200
Total R$ 1.516"
"Studio para alugar com 1 quarto, 20m²","Rua Rego Freitas, Santa Cecília, São Paulo",20 m²,1 quarto,Sem vaga,1º andar,Não aceita,Sem mobília,Metrô próx.,"Aluguel
R$ 1.400","Condomínio
R$ 280","IPTU
R$ 0","Seguro incêndio
R$ 18",,"Total
R$ 1.698","Visualizado
Studio e kitnet
Exclusivo
Rua Rego Freitas
Santa Cecília, São Paulo
20 m² 1 quarto
Aluguel R$ 1.400
Total R$ 1.698"
"Apartamento para alugar com 1 quarto, 55m²","Rua Dona Veridiana, Santa Cecília, São Paulo",55 m²,1 quarto,1 vaga,7º andar,Aceita pet,Sem mobília,Metrô próx.,"Aluguel
R$ 1.620","Condomínio
R$ 820","IPTU
R$ 71","Seguro incêndio
R$ 21",,"Total
R$ 2.532","Visualizado
Apartamento
Exclusivo
Rua Dona Veridiana
Santa Cecília, São Paulo
55 m² 1 quarto
Aluguel R$ 1.620
Total R$ 2.532"
"Apartamento para alugar com 2 quartos, 50m²","Rua Frei Caneca, Consolação, São Paulo",50 m²,2 quartos,1 vaga,13º andar,Não aceita,Mobiliado,Metrô próx.,"Aluguel
R$ 2.800","Condomínio
R$ 772","IPTU
R$ 62","Seguro incêndio
R$ 36",,"Total
R$ 3.670","Visualizado
Apartamento
Rua Frei Caneca
Consolação, São Paulo
50 m² 2 quartos
Aluguel R$ 2.800
Total R$ 3.670"
"Studio para alugar com 1 quarto, 35m²","Praça Doutor Mario Margarido, Liberdade, São Paulo",35 m²,1 quarto,Sem vaga,22º andar,Aceita pet,Sem mobília,Metrô próx.,"Aluguel
R$ 870","Condomínio
R$ 330","IPTU
R$ 0","Seguro incêndio
R$ 12","Taxa de serviço
R$ 17","Total
R$ 1.229","Visualizado
Studio e kitnet
Exclusivo
Praça Doutor Mario Margarido
Liberdade, São Paulo
35 m² 1 quarto
Aluguel R$ 870
Total R$ 1.212"
"Apartamento para alugar com 1 quarto, 35m²","Alameda Ribeiro da Silva, Bom Retiro, São Paulo",35 m²,1 quarto,Sem vaga,5º andar,Aceita pet,Sem mobília,Metrô próx.,"Aluguel
R$ 900","Condomínio
R$ 458","IPTU
R$ 29","Seguro incêndio
R$ 12",,"Total
R$ 1.399","Visualizado
Apartamento
Alameda Ribeiro da Silva
Bom Retiro, São Paulo
35 m² 1 quarto
Aluguel R$ 900
Total R$ 1.399"
"Apartamento para alugar com 1 quarto, 28m²","Rua Frei Caneca, Consolação, São Paulo",28 m²,1 quarto,Sem vaga,2º andar,Não aceita,Mobiliado,Metrô próx.,"Aluguel
R$ 2.180","Condomínio
R$ 500","IPTU
R$ 0","Seguro incêndio
R$ 28",,"Total
R$ 2.708","Visualizado
Apartamento
Rua Frei Caneca
Consolação, São Paulo
28 m² 1 quarto
Aluguel R$ 2.180
Total R$ 2.708"
"Apartamento para alugar com 1 quarto, 45m²","Rua Diogo Vaz, Liberdade, São Paulo",45 m²,1 quarto,1 vaga,5º andar,Aceita pet,Sem mobília,Não próx.,"Aluguel
R$ 1.100","Condomínio
R$ 715","IPTU
R$ 0","Seguro incêndio
R$ 14","Taxa de serviço
R$ 22","Total
R$ 1.851","Visualizado
Apartamento
Exclusivo
Rua Diogo Vaz
Liberdade, São Paulo
45 m² 1 quarto
Aluguel R$ 1.100
Total R$ 1.829"
"Apartamento para alugar com 1 quarto, 25m²","Rua Helena Zerrener, Liberdade, São Paulo",25 m²,1 quarto,Sem vaga,1º andar,Aceita pet,Sem mobília,Metrô próx.,"Aluguel
R$ 800","Condomínio
R$ 360","IPTU
R$ 0","Seguro incêndio
R$ 11","Taxa de serviço
R$ 16","Total
R$ 1.187","Visualizado
Apartamento
Rua Helena Zerrener
Liberdade, São Paulo
25 m² 1 quarto
Aluguel R$ 800
Total R$ 1.171"
"Apartamento para alugar com 1 quarto, 33m²","Rua Castro Alves, Aclimação, São Paulo",,,,,,,,,,,,,,"Visualizado
Apartamento selecionado
Rua Castro Alves
Aclimação, São Paulo
33 m² 1 quarto
Aluguel R$ 1.900
Total R$ 2.738"
"Apartamento para alugar com 1 quarto, 52m²","Avenida Duque de Caxias, Centro, São Paulo",52 m²,1 quarto,Sem vaga,16º andar,Aceita pet,Sem mobília,Metrô próx.,"Aluguel
R$ 1.152","Condomínio
R$ 325","IPTU
R$ 0","Seguro incêndio
R$ 15","Taxa de serviço
R$ 23","Total
R$ 1.515","Visualizado
Apartamento
Avenida Duque de Caxias
Centro, São Paulo
52 m² 1 quarto
Aluguel R$ 1.152
Total R$ 1.492"
"Studio para alugar com 1 quarto, 25m²","Rua dos Estudantes, Liberdade, São Paulo",25 m²,1 quarto,Sem vaga,5º andar,Aceita pet,Sem mobília,Metrô próx.,"Aluguel
R$ 1.600","Condomínio
R$ 249","IPTU
R$ 34","Seguro incêndio
R$ 21","Taxa de serviço
R$ 32","Total
R$ 1.936","Visualizado
Studio e kitnet
Exclusivo
Rua dos Estudantes
Liberdade, São Paulo
25 m² 1 quarto
Aluguel R$ 1.600
Total R$ 1.904"
"Apartamento para alugar com 1 quarto, 44m²","Rua Marquês de Itu, Santa Cecília, São Paulo",44 m²,1 quarto,Sem vaga,3º andar,Aceita pet,Sem mobília,Metrô próx.,"Aluguel
R$ 1.030","Condomínio
R$ 385","IPTU
R$ 85","Seguro incêndio
R$ 14",,"Total
R$ 1.514","Visualizado
Apartamento
Exclusivo
Rua Marquês de Itu
Santa Cecília, São Paulo
44 m² 1 quarto
Aluguel R$ 1.030
Total R$ 1.514"
"Studio para alugar com 1 quarto, 32m²","Rua Doutor Gabriel dos Santos, Santa Cecília, São Paulo",32 m²,"1 quarto
(1 suíte)",1 vaga,4º andar,Aceita pet,Sem mobília,Metrô próx.,"Aluguel
R$ 2.200","Condomínio
R$ 740","IPTU
R$ 2","Seguro incêndio
R$ 28",,"Total
R$ 2.970","Visualizado
Studio e kitnet
Rua Doutor Gabriel dos Santos
Santa Cecília, São Paulo
32 m² 1 quarto
Aluguel R$ 2.200
Total R$ 2.970"
"Apartamento para alugar com 2 quartos, 57m²","Rua Tupi, Santa Cecília, São Paulo",57 m²,2 quartos,1 vaga,6º andar,Aceita pet,Sem mobília,Metrô próx.,"Aluguel
R$ 2.400","Condomínio
R$ 653","IPTU
R$ 92","Seguro incêndio
R$ 31",,"Total
R$ 3.176","Visualizado
Apartamento
Rua Tupi
Santa Cecília, São Paulo
57 m² 2 quartos
Aluguel R$ 2.400
Total R$ 3.176"
"Apartamento para alugar com 1 quarto, 42m²","Rua Augusta, Consolação, São Paulo",42 m²,1 quarto,Sem vaga,3º andar,Não aceita,Sem mobília,Metrô próx.,"Aluguel
R$ 1.450","Condomínio
R$ 373","IPTU
R$ 0","Seguro incêndio
R$ 19",,"Total
R$ 1.842","Visualizado
Apartamento
Rua Augusta
Consolação, São Paulo
42 m² 1 quarto
Aluguel R$ 1.450
Total R$ 1.842"
"Apartamento para alugar com 1 quarto, 47m²","Rua Joli, Brás, São Paulo",47 m²,1 quarto,Sem vaga,-,Aceita pet,Sem mobília,Não próx.,"Aluguel
R$ 1.442","Condomínio
R$ 250","IPTU
R$ 0","Seguro incêndio
R$ 19","Taxa de serviço
R$ 29","Total
R$ 1.740","Visualizado
Apartamento
Rua Joli
Brás, São Paulo
47 m² 1 quarto
Aluguel R$ 1.442
Total R$ 1.711"
"Casa para alugar com 4 quartos, 140m²","Rua Almirante Marques Leão, Bela Vista, São Paulo",140 m²,"4 quartos
(1 suíte)",Sem vaga,-,Aceita pet,Sem mobília,Metrô próx.,"Aluguel
R$ 4.000","Condomínio
R$ 0","IPTU
R$ 500","Seguro incêndio
R$ 67","Taxa de serviço
R$ 80","Total
R$ 4.647","Visualizado
Casa
Rua Almirante Marques Leão
Bela Vista, São Paulo
140 m² 4 quartos
Aluguel R$ 4.000
Total R$ 4.567"
